order_item_id,order_id,product_id,quantity,unit_price,discount_value,line_amount
OITEM-000001874,ORD-000000447,PROD-0000031,2,193.12,57.08,329.16
OITEM-000001875,ORD-000000447,PROD-0000030,2,184.6,49.85,319.35
OITEM-000001876,ORD-000000447,PROD-0000051,1,111.54,1.78,109.76
OITEM-000001877,ORD-000000448,PROD-0000030,2,200.35,18.28,382.42
OITEM-000001878,ORD-000000448,PROD-0000075,1,178.86,1.7,177.16
OITEM-000001879,ORD-000000448,PROD-0000026,2,287.27,164.17,410.37
OITEM-000001880,ORD-000000448,PROD-0000051,2,120.55,65.67,175.43
OITEM-000001881,ORD-000000448,PROD-0000098,1,105.97,32.53,73.44
OITEM-000001882,ORD-000000448,PROD-0000003,1,192.81,43.98,148.83
OITEM-000001883,ORD-000000448,PROD-0000112,1,199.73,41.49,158.24
OITEM-000001884,ORD-000000448,PROD-0000045,1,159.78,58.26,101.52
OITEM-000001885,ORD-000000449,PROD-0000064,1,325.25,26.51,298.74
OITEM-000001886,ORD-000000449,PROD-0000119,2,386.0,0.0,772.0
OITEM-000001887,ORD-000000449,PROD-0000086,1,123.02,26.53,96.49
OITEM-000001888,ORD-000000450,PROD-0000083,1,244.55,38.3,206.25
OITEM-000001889,ORD-000000450,PROD-0000004,2,86.17,32.86,139.48
OITEM-000001890,ORD-000000450,PROD-0000038,1,112.23,0.84,111.39
OITEM-000001891,ORD-000000451,PROD-0000116,1,205.52,3.49,202.03
OITEM-000001892,ORD-000000451,PROD-0000059,1,114.37,11.18,103.19
OITEM-000001893,ORD-000000452,PROD-0000009,2,279.96,108.17,451.75
OITEM-000001894,ORD-000000452,PROD-0000046,1,352.71,18.4,334.31
OITEM-000001895,ORD-000000452,PROD-0000037,1,216.73,17.27,199.46
OITEM-000001896,ORD-000000452,PROD-0000068,1,198.54,25.25,173.29
OITEM-000001897,ORD-000000452,PROD-0000055,2,43.85,0.0,87.7
OITEM-000001898,ORD-000000452,PROD-0000032,2,63.63,3.48,123.78
OITEM-000001899,ORD-000000452,PROD-0000060,1,106.37,23.88,82.49
OITEM-000001900,ORD-000000453,PROD-0000002,1,120.48,9.08,111.4
OITEM-000001901,ORD-000000453,PROD-0000106,1,123.95,18.49,105.46
OITEM-000001902,ORD-000000453,PROD-0000035,2,187.88,15.43,360.33
OITEM-000001903,ORD-000000453,PROD-0000062,1,60.37,0.0,60.37
OITEM-000001904,ORD-000000454,PROD-0000059,2,115.17,0.0,230.34
OITEM-000001905,ORD-000000455,PROD-0000110,1,279.7,16.13,263.57
OITEM-000001906,ORD-000000455,PROD-0000018,1,196.42,55.98,140.44
OITEM-000001907,ORD-000000455,PROD-0000089,1,104.58,32.75,71.83
OITEM-000001908,ORD-000000455,PROD-0000011,1,345.85,88.09,257.76
OITEM-000001909,ORD-000000455,PROD-0000079,1,432.01,58.24,373.77
OITEM-000001910,ORD-000000455,PROD-0000046,2,325.51,0.0,651.02
OITEM-000001911,ORD-000000456,PROD-0000075,1,182.25,43.51,138.74
OITEM-000001912,ORD-000000456,PROD-0000047,1,69.62,9.96,59.66
OITEM-000001913,ORD-000000456,PROD-0000071,2,194.45,164.52,224.38
OITEM-000001914,ORD-000000457,PROD-0000073,1,174.92,35.89,139.03
OITEM-000001915,ORD-000000457,PROD-0000048,2,258.76,137.97,379.55
OITEM-000001916,ORD-000000457,PROD-0000050,2,107.91,59.27,156.55
OITEM-000001917,ORD-000000458,PROD-0000019,1,261.23,32.62,228.61
OITEM-000001918,ORD-000000458,PROD-0000001,2,106.63,66.08,147.18
OITEM-000001919,ORD-000000458,PROD-0000073,1,168.5,24.15,144.35
OITEM-000001920,ORD-000000458,PROD-0000048,1,237.75,48.62,189.13
OITEM-000001921,ORD-000000458,PROD-0000012,1,234.05,86.73,147.32
OITEM-000001922,ORD-000000459,PROD-0000081,1,106.34,17.14,89.2
OITEM-000001923,ORD-000000459,PROD-0000061,2,195.47,59.33,331.61
OITEM-000001924,ORD-000000459,PROD-0000050,2,107.35,47.94,166.76
OITEM-000001925,ORD-000000460,PROD-0000037,1,218.95,26.0,192.95
OITEM-000001926,ORD-000000460,PROD-0000022,1,170.59,53.24,117.35
OITEM-000001927,ORD-000000460,PROD-0000069,2,132.47,74.91,190.03
OITEM-000001928,ORD-000000461,PROD-0000094,1,261.54,86.02,175.52
OITEM-000001929,ORD-000000461,PROD-0000002,2,116.04,18.24,213.84
OITEM-000001930,ORD-000000461,PROD-0000077,2,228.89,140.23,317.55
OITEM-000001931,ORD-000000461,PROD-0000079,2,417.21,57.75,776.67
OITEM-000001932,ORD-000000462,PROD-0000024,2,177.04,14.53,339.55
OITEM-000001933,ORD-000000462,PROD-0000103,2,400.08,83.36,716.8
OITEM-000001934,ORD-000000462,PROD-0000008,1,145.78,20.79,124.99
OITEM-000001935,ORD-000000462,PROD-0000080,1,401.92,18.29,383.63
OITEM-000001936,ORD-000000462,PROD-0000111,2,193.11,13.72,372.5
OITEM-000001937,ORD-000000463,PROD-0000085,2,84.97,29.99,139.95
OITEM-000001938,ORD-000000463,PROD-0000057,1,98.66,2.85,95.81
OITEM-000001939,ORD-000000463,PROD-0000034,1,194.23,54.05,140.18
OITEM-000001940,ORD-000000463,PROD-0000096,2,155.96,95.82,216.1
OITEM-000001941,ORD-000000463,PROD-0000070,1,218.49,27.02,191.47
OITEM-000001942,ORD-000000464,PROD-0000011,1,353.28,51.32,301.96
OITEM-000001943,ORD-000000464,PROD-0000077,1,221.26,52.58,168.68
OITEM-000001944,ORD-000000464,PROD-0000036,2,157.76,15.8,299.72
OITEM-000001945,ORD-000000464,PROD-0000084,2,107.03,27.05,187.01
OITEM-000001946,ORD-000000464,PROD-0000119,2,376.75,0.0,753.5
OITEM-000001947,ORD-000000464,PROD-0000033,2,116.97,53.66,180.28
OITEM-000001948,ORD-000000464,PROD-0000027,2,127.35,13.59,241.11
OITEM-000001949,ORD-000000464,PROD-0000082,1,98.56,22.09,76.47
OITEM-000001950,ORD-000000465,PROD-0000058,1,96.32,8.31,88.01
OITEM-000001951,ORD-000000466,PROD-0000078,1,43.43,1.49,41.94
OITEM-000001952,ORD-000000466,PROD-0000056,1,164.06,43.84,120.22
OITEM-000001953,ORD-000000466,PROD-0000105,2,150.2,41.0,259.4
OITEM-000001954,ORD-000000466,PROD-0000101,1,194.76,44.91,149.85
OITEM-000001955,ORD-000000466,PROD-0000057,2,97.31,0.49,194.13
OITEM-000001956,ORD-000000466,PROD-0000052,1,129.54,26.86,102.68
OITEM-000001957,ORD-000000466,PROD-0000003,1,192.84,34.39,158.45
OITEM-000001958,ORD-000000467,PROD-0000004,1,80.95,17.49,63.46
OITEM-000001959,ORD-000000468,PROD-0000101,1,195.77,31.65,164.12
OITEM-000001960,ORD-000000469,PROD-0000041,2,82.82,12.08,153.56
OITEM-000001961,ORD-000000469,PROD-0000064,2,321.26,69.98,572.54
OITEM-000001962,ORD-000000469,PROD-0000095,1,215.52,14.74,200.78
OITEM-000001963,ORD-000000470,PROD-0000013,1,180.88,37.54,143.34
OITEM-000001964,ORD-000000471,PROD-0000032,1,64.8,6.79,58.01
OITEM-000001965,ORD-000000471,PROD-0000086,2,125.16,45.47,204.85
OITEM-000001966,ORD-000000471,PROD-0000095,2,206.55,43.56,369.54
OITEM-000001967,ORD-000000472,PROD-0000007,1,204.76,34.04,170.72
OITEM-000001968,ORD-000000473,PROD-0000082,2,102.19,28.22,176.16
OITEM-000001969,ORD-000000473,PROD-0000053,1,152.86,17.9,134.96
OITEM-000001970,ORD-000000474,PROD-0000030,1,190.19,21.02,169.17
OITEM-000001971,ORD-000000474,PROD-0000088,1,203.3,48.37,154.93
OITEM-000001972,ORD-000000474,PROD-0000103,2,384.69,8.84,760.54
OITEM-000001973,ORD-000000474,PROD-0000035,2,187.9,55.71,320.09
OITEM-000001974,ORD-000000475,PROD-0000070,1,225.95,12.91,213.04
OITEM-000001975,ORD-000000476,PROD-0000096,1,149.75,27.32,122.43
OITEM-000001976,ORD-000000476,PROD-0000046,1,351.77,0.0,351.77
OITEM-000001977,ORD-000000477,PROD-0000101,1,194.63,11.25,183.38
OITEM-000001978,ORD-000000477,PROD-0000009,2,292.15,44.29,540.01
OITEM-000001979,ORD-000000477,PROD-0000005,2,90.31,15.81,164.81
OITEM-000001980,ORD-000000477,PROD-0000084,1,111.48,12.59,98.89
OITEM-000001981,ORD-000000477,PROD-0000081,1,114.12,12.96,101.16
OITEM-000001982,ORD-000000478,PROD-0000067,2,176.19,27.29,325.09
OITEM-000001983,ORD-000000479,PROD-0000098,1,109.94,16.68,93.26
OITEM-000001984,ORD-000000480,PROD-0000013,2,193.35,79.55,307.15
OITEM-000001985,ORD-000000480,PROD-0000083,1,224.54,6.84,217.7
OITEM-000001986,ORD-000000480,PROD-0000055,1,44.13,1.97,42.16
OITEM-000001987,ORD-000000481,PROD-0000056,1,155.06,25.24,129.82
OITEM-000001988,ORD-000000482,PROD-0000091,1,237.94,3.47,234.47
OITEM-000001989,ORD-000000482,PROD-0000120,2,118.52,30.94,206.1
OITEM-000001990,ORD-000000483,PROD-0000027,2,128.29,46.78,209.8
OITEM-000001991,ORD-000000483,PROD-0000034,2,197.86,85.45,310.27
OITEM-000001992,ORD-000000483,PROD-0000005,1,90.94,25.3,65.64
OITEM-000001993,ORD-000000484,PROD-0000058,2,99.12,36.01,162.23
OITEM-000001994,ORD-000000484,PROD-0000084,1,101.72,26.36,75.36
OITEM-000001995,ORD-000000484,PROD-0000113,1,38.83,4.35,34.48
OITEM-000001996,ORD-000000484,PROD-0000006,1,277.21,39.07,238.14
OITEM-000001997,ORD-000000485,PROD-0000007,1,204.79,22.32,182.47
OITEM-000001998,ORD-000000485,PROD-0000084,1,104.56,16.9,87.66
OITEM-000001999,ORD-000000485,PROD-0000100,1,105.48,8.79,96.69
OITEM-000002000,ORD-000000485,PROD-0000065,2,126.06,27.52,224.6
OITEM-000002001,ORD-000000486,PROD-0000044,1,249.82,44.95,204.87
OITEM-000002002,ORD-000000487,PROD-0000076,1,171.16,25.93,145.23
OITEM-000002003,ORD-000000488,PROD-0000099,2,82.21,32.72,131.7
OITEM-000002004,ORD-000000488,PROD-0000077,2,237.92,112.46,363.38
OITEM-000002005,ORD-000000488,PROD-0000098,1,114.96,37.36,77.6
OITEM-000002006,ORD-000000488,PROD-0000007,1,195.89,28.77,167.12
OITEM-000002007,ORD-000000489,PROD-0000017,2,62.76,30.18,95.34
OITEM-000002008,ORD-000000489,PROD-0000060,1,106.82,18.34,88.48
OITEM-000002009,ORD-000000489,PROD-0000092,2,321.15,14.43,627.87
OITEM-000002010,ORD-000000489,PROD-0000014,1,147.04,21.43,125.61
OITEM-000002011,ORD-000000489,PROD-0000114,2,122.47,28.49,216.45
OITEM-000002012,ORD-000000490,PROD-0000025,2,251.17,0.0,502.34
OITEM-000002013,ORD-000000490,PROD-0000094,2,247.62,162.59,332.65
OITEM-000002014,ORD-000000490,PROD-0000059,2,114.5,34.93,194.07
OITEM-000002015,ORD-000000490,PROD-0000066,2,160.26,33.56,286.96
OITEM-000002016,ORD-000000490,PROD-0000046,2,347.86,113.63,582.09
OITEM-000002017,ORD-000000490,PROD-0000006,2,277.8,47.45,508.15
OITEM-000002018,ORD-000000491,PROD-0000012,2,224.43,19.61,429.25
OITEM-000002019,ORD-000000491,PROD-0000113,1,37.43,9.5,27.93
OITEM-000002020,ORD-000000491,PROD-0000063,1,133.3,0.0,133.3
OITEM-000002021,ORD-000000491,PROD-0000059,2,111.75,11.69,211.81
OITEM-000002022,ORD-000000491,PROD-0000066,1,173.09,1.37,171.72
OITEM-000002023,ORD-000000491,PROD-0000040,2,167.29,89.29,245.29
OITEM-000002024,ORD-000000491,PROD-0000007,1,217.46,23.02,194.44
OITEM-000002025,ORD-000000492,PROD-0000085,2,81.31,4.42,158.2
OITEM-000002026,ORD-000000493,PROD-0000038,2,111.24,23.39,199.09
OITEM-000002027,ORD-000000493,PROD-0000062,1,62.14,6.46,55.68
OITEM-000002028,ORD-000000493,PROD-0000054,2,159.76,18.83,300.69
OITEM-000002029,ORD-000000494,PROD-0000049,1,161.17,0.0,161.17
OITEM-000002030,ORD-000000494,PROD-0000027,1,140.59,12.92,127.67
OITEM-000002031,ORD-000000494,PROD-0000003,1,182.13,36.41,145.72
OITEM-000002032,ORD-000000494,PROD-0000095,2,207.39,30.77,384.01
OITEM-000002033,ORD-000000494,PROD-0000072,2,361.27,0.0,722.54
OITEM-000002034,ORD-000000495,PROD-0000091,2,216.12,0.0,432.24
OITEM-000002035,ORD-000000495,PROD-0000019,2,279.85,44.13,515.57
OITEM-000002036,ORD-000000495,PROD-0000061,2,206.73,13.87,399.59
OITEM-000002037,ORD-000000496,PROD-0000040,2,172.22,81.82,262.62
OITEM-000002038,ORD-000000496,PROD-0000016,2,215.84,154.94,276.74
OITEM-000002039,ORD-000000496,PROD-0000087,1,77.02,5.04,71.98
OITEM-000002040,ORD-000000497,PROD-0000028,2,78.54,16.48,140.6
OITEM-000002041,ORD-000000497,PROD-0000086,1,136.31,31.94,104.37
OITEM-000002042,ORD-000000497,PROD-0000096,1,155.13,61.15,93.98
OITEM-000002043,ORD-000000497,PROD-0000095,2,221.01,0.0,442.02
OITEM-000002044,ORD-000000497,PROD-0000047,1,67.57,15.18,52.39
OITEM-000002045,ORD-000000498,PROD-0000021,2,94.07,65.2,122.94
OITEM-000002046,ORD-000000499,PROD-0000051,2,108.48,30.52,186.44
OITEM-000002047,ORD-000000500,PROD-0000053,2,166.73,38.25,295.21
OITEM-000002048,ORD-000000500,PROD-0000001,1,109.93,26.78,83.15
OITEM-000002049,ORD-000000500,PROD-0000085,1,83.69,17.24,66.45
OITEM-000002050,ORD-000000500,PROD-0000022,2,165.13,99.71,230.55
OITEM-000002051,ORD-000000500,PROD-0000079,2,431.71,89.28,774.14
OITEM-000002052,ORD-000000500,PROD-0000049,1,160.48,15.73,144.75
OITEM-000002053,ORD-000000501,PROD-0000093,2,97.58,23.19,171.97
OITEM-000002054,ORD-000000501,PROD-0000012,1,233.38,0.0,233.38
OITEM-000002055,ORD-000000501,PROD-0000105,1,153.64,24.32,129.32
OITEM-000002056,ORD-000000501,PROD-0000064,1,300.17,14.64,285.53
OITEM-000002057,ORD-000000501,PROD-0000111,2,195.86,41.29,350.43
OITEM-000002058,ORD-000000501,PROD-0000007,2,195.16,12.49,377.83
OITEM-000002059,ORD-000000501,PROD-0000059,2,104.83,18.03,191.63
OITEM-000002060,ORD-000000501,PROD-0000048,1,259.98,11.33,248.65
OITEM-000002061,ORD-000000502,PROD-0000051,1,122.03,10.9,111.13
OITEM-000002062,ORD-000000503,PROD-0000059,1,107.29,15.89,91.4
OITEM-000002063,ORD-000000503,PROD-0000020,1,146.46,44.74,101.72
OITEM-000002064,ORD-000000503,PROD-0000029,1,50.62,9.79,40.83
OITEM-000002065,ORD-000000503,PROD-0000116,2,202.8,41.8,363.8
OITEM-000002066,ORD-000000504,PROD-0000082,2,106.12,39.9,172.34
OITEM-000002067,ORD-000000504,PROD-0000113,1,39.95,8.75,31.2
OITEM-000002068,ORD-000000505,PROD-0000051,1,122.59,20.09,102.5
OITEM-000002069,ORD-000000505,PROD-0000113,2,38.33,20.62,56.04
OITEM-000002070,ORD-000000505,PROD-0000106,1,127.49,2.72,124.77
OITEM-000002071,ORD-000000505,PROD-0000039,2,94.98,0.0,189.96
OITEM-000002072,ORD-000000505,PROD-0000075,2,188.69,18.7,358.68
OITEM-000002073,ORD-000000505,PROD-0000101,2,212.37,41.94,382.8
OITEM-000002074,ORD-000000505,PROD-0000040,1,170.71,53.01,117.7
OITEM-000002075,ORD-000000505,PROD-0000010,2,192.96,65.01,320.91
OITEM-000002076,ORD-000000506,PROD-0000120,1,124.08,5.61,118.47
OITEM-000002077,ORD-000000506,PROD-0000068,2,189.44,55.99,322.89
OITEM-000002078,ORD-000000507,PROD-0000002,1,125.41,28.48,96.93
OITEM-000002079,ORD-000000507,PROD-0000095,1,231.81,7.79,224.02
OITEM-000002080,ORD-000000507,PROD-0000064,1,335.14,39.63,295.51
OITEM-000002081,ORD-000000507,PROD-0000004,1,90.12,3.7,86.42
OITEM-000002082,ORD-000000507,PROD-0000104,2,133.74,24.58,242.9
OITEM-000002083,ORD-000000507,PROD-0000040,1,156.15,38.14,118.01
OITEM-000002084,ORD-000000507,PROD-0000052,2,119.1,18.67,219.53
OITEM-000002085,ORD-000000507,PROD-0000108,1,280.87,23.52,257.35
OITEM-000002086,ORD-000000508,PROD-0000005,2,87.96,40.49,135.43
OITEM-000002087,ORD-000000508,PROD-0000043,2,182.83,27.44,338.22
OITEM-000002088,ORD-000000509,PROD-0000093,2,98.38,41.78,154.98
OITEM-000002089,ORD-000000509,PROD-0000067,2,177.86,79.83,275.89
OITEM-000002090,ORD-000000509,PROD-0000049,2,172.77,54.05,291.49
OITEM-000002091,ORD-000000510,PROD-0000035,1,187.59,37.7,149.89
OITEM-000002092,ORD-000000511,PROD-0000025,2,230.06,0.0,460.12
OITEM-000002093,ORD-000000511,PROD-0000103,2,379.44,29.47,729.41
OITEM-000002094,ORD-000000512,PROD-0000001,2,114.86,68.13,161.59
OITEM-000002095,ORD-000000512,PROD-0000069,1,126.75,24.98,101.77
OITEM-000002096,ORD-000000512,PROD-0000033,1,115.42,22.53,92.89
OITEM-000002097,ORD-000000512,PROD-0000048,1,239.09,12.95,226.14
OITEM-000002098,ORD-000000512,PROD-0000089,1,93.7,25.75,67.95
OITEM-000002099,ORD-000000512,PROD-0000107,1,140.98,12.87,128.11
OITEM-000002100,ORD-000000512,PROD-0000003,1,175.92,14.96,160.96
OITEM-000002101,ORD-000000512,PROD-0000024,1,177.3,26.41,150.89
OITEM-000002102,ORD-000000513,PROD-0000115,1,315.9,0.0,315.9
OITEM-000002103,ORD-000000513,PROD-0000026,1,300.19,45.58,254.61
OITEM-000002104,ORD-000000513,PROD-0000050,2,114.98,43.89,186.07
OITEM-000002105,ORD-000000514,PROD-0000101,1,209.75,40.23,169.52
OITEM-000002106,ORD-000000514,PROD-0000083,2,226.04,23.82,428.26
OITEM-000002107,ORD-000000514,PROD-0000023,1,98.86,17.35,81.51
OITEM-000002108,ORD-000000514,PROD-0000095,1,221.01,31.82,189.19
OITEM-000002109,ORD-000000515,PROD-0000105,1,162.43,16.48,145.95
OITEM-000002110,ORD-000000515,PROD-0000093,2,91.58,14.38,168.78
OITEM-000002111,ORD-000000515,PROD-0000035,1,186.95,19.02,167.93
OITEM-000002112,ORD-000000515,PROD-0000034,2,199.12,74.96,323.28
OITEM-000002113,ORD-000000515,PROD-0000040,1,174.6,20.85,153.75
OITEM-000002114,ORD-000000516,PROD-0000099,1,77.88,8.9,68.98
OITEM-000002115,ORD-000000516,PROD-0000068,1,194.68,9.33,185.35
OITEM-000002116,ORD-000000516,PROD-0000004,2,82.23,22.97,141.49
OITEM-000002117,ORD-000000517,PROD-0000048,2,251.97,49.06,454.88
OITEM-000002118,ORD-000000518,PROD-0000046,2,352.66,21.3,684.02
OITEM-000002119,ORD-000000518,PROD-0000010,2,189.21,47.87,330.55
OITEM-000002120,ORD-000000518,PROD-0000017,1,63.65,9.9,53.75
OITEM-000002121,ORD-000000519,PROD-0000067,2,176.24,49.24,303.24
OITEM-000002122,ORD-000000520,PROD-0000054,2,144.77,21.58,267.96
OITEM-000002123,ORD-000000520,PROD-0000094,1,261.72,32.28,229.44
OITEM-000002124,ORD-000000521,PROD-0000112,2,198.94,22.22,375.66
OITEM-000002125,ORD-000000521,PROD-0000120,1,129.54,10.43,119.11
OITEM-000002126,ORD-000000522,PROD-0000089,2,98.31,45.18,151.44
OITEM-000002127,ORD-000000522,PROD-0000027,2,128.69,28.79,228.59
OITEM-000002128,ORD-000000522,PROD-0000081,2,116.96,19.57,214.35
OITEM-000002129,ORD-000000522,PROD-0000042,1,83.76,4.98,78.78
OITEM-000002130,ORD-000000522,PROD-0000102,2,161.09,29.78,292.4
OITEM-000002131,ORD-000000523,PROD-0000067,1,196.52,22.09,174.43
OITEM-000002132,ORD-000000523,PROD-0000047,1,68.04,1.27,66.77
OITEM-000002133,ORD-000000523,PROD-0000049,1,157.39,4.62,152.77
OITEM-000002134,ORD-000000523,PROD-0000052,1,116.09,12.08,104.01
OITEM-000002135,ORD-000000523,PROD-0000033,2,115.6,9.65,221.55
OITEM-000002136,ORD-000000524,PROD-0000085,2,75.6,9.52,141.68
OITEM-000002137,ORD-000000524,PROD-0000113,2,37.5,7.9,67.1
OITEM-000002138,ORD-000000524,PROD-0000051,2,122.36,11.48,233.24
OITEM-000002139,ORD-000000525,PROD-0000079,1,389.68,13.87,375.81
OITEM-000002140,ORD-000000525,PROD-0000029,1,46.36,6.91,39.45
OITEM-000002141,ORD-000000525,PROD-0000039,2,87.24,2.32,172.16
OITEM-000002142,ORD-000000526,PROD-0000016,1,212.11,85.76,126.35
OITEM-000002143,ORD-000000527,PROD-0000062,1,59.79,10.31,49.48
OITEM-000002144,ORD-000000528,PROD-0000001,2,112.31,52.28,172.34
OITEM-000002145,ORD-000000528,PROD-0000027,1,128.59,17.86,110.73
OITEM-000002146,ORD-000000528,PROD-0000053,1,165.01,12.9,152.11
OITEM-000002147,ORD-000000528,PROD-0000077,2,230.83,101.39,360.27
OITEM-000002148,ORD-000000528,PROD-0000082,1,104.43,16.33,88.1
OITEM-000002149,ORD-000000528,PROD-0000110,1,301.08,7.01,294.07
OITEM-000002150,ORD-000000528,PROD-0000100,2,107.18,53.23,161.13
OITEM-000002151,ORD-000000528,PROD-0000084,2,110.17,50.44,169.9
OITEM-000002152,ORD-000000529,PROD-0000107,1,146.44,13.0,133.44
OITEM-000002153,ORD-000000529,PROD-0000089,1,101.54,28.93,72.61
OITEM-000002154,ORD-000000529,PROD-0000025,1,246.49,19.89,226.6
OITEM-000002155,ORD-000000530,PROD-0000085,1,76.64,8.54,68.1
OITEM-000002156,ORD-000000530,PROD-0000047,1,69.34,6.72,62.62
OITEM-000002157,ORD-000000530,PROD-0000053,1,161.12,14.42,146.7
OITEM-000002158,ORD-000000530,PROD-0000030,2,191.53,0.0,383.06
OITEM-000002159,ORD-000000530,PROD-0000052,2,123.11,19.91,226.31
OITEM-000002160,ORD-000000530,PROD-0000002,1,116.09,9.88,106.21
OITEM-000002161,ORD-000000530,PROD-0000074,1,230.86,30.6,200.26
OITEM-000002162,ORD-000000531,PROD-0000087,2,76.95,0.0,153.9
OITEM-000002163,ORD-000000531,PROD-0000018,1,175.95,51.55,124.4
OITEM-000002164,ORD-000000531,PROD-0000106,1,115.55,5.07,110.48
OITEM-000002165,ORD-000000532,PROD-0000001,2,116.38,69.91,162.85
OITEM-000002166,ORD-000000532,PROD-0000054,1,147.85,17.86,129.99
OITEM-000002167,ORD-000000532,PROD-0000078,1,47.35,1.99,45.36
OITEM-000002168,ORD-000000532,PROD-0000102,1,174.43,35.15,139.28
OITEM-000002169,ORD-000000532,PROD-0000003,2,172.24,93.33,251.15
OITEM-000002170,ORD-000000532,PROD-0000082,1,102.52,12.06,90.46
OITEM-000002171,ORD-000000533,PROD-0000088,1,191.27,61.9,129.37
OITEM-000002172,ORD-000000533,PROD-0000058,2,97.51,30.49,164.53
OITEM-000002173,ORD-000000533,PROD-0000027,2,137.54,44.53,230.55
OITEM-000002174,ORD-000000533,PROD-0000089,1,99.41,23.03,76.38
OITEM-000002175,ORD-000000533,PROD-0000046,2,345.43,31.93,658.93
OITEM-000002176,ORD-000000533,PROD-0000059,1,114.04,0.0,114.04
OITEM-000002177,ORD-000000533,PROD-0000039,1,90.65,10.77,79.88
OITEM-000002178,ORD-000000534,PROD-0000058,2,103.33,42.53,164.13
OITEM-000002179,ORD-000000534,PROD-0000118,1,186.64,0.0,186.64
OITEM-000002180,ORD-000000534,PROD-0000102,2,160.74,25.45,296.03
OITEM-000002181,ORD-000000535,PROD-0000027,1,126.41,24.49,101.92
OITEM-000002182,ORD-000000536,PROD-0000102,2,174.15,42.4,305.9
OITEM-000002183,ORD-000000537,PROD-0000080,1,403.61,11.06,392.55
OITEM-000002184,ORD-000000538,PROD-0000095,1,217.22,4.7,212.52
OITEM-000002185,ORD-000000538,PROD-0000109,2,220.32,0.0,440.64
OITEM-000002186,ORD-000000538,PROD-0000105,2,163.43,33.95,292.91
OITEM-000002187,ORD-000000539,PROD-0000036,2,153.86,24.97,282.75
OITEM-000002188,ORD-000000539,PROD-0000057,2,106.01,13.47,198.55
OITEM-000002189,ORD-000000539,PROD-0000017,2,64.4,14.72,114.08
OITEM-000002190,ORD-000000539,PROD-0000021,2,100.1,20.97,179.23
OITEM-000002191,ORD-000000539,PROD-0000084,1,106.4,6.72,99.68
OITEM-000002192,ORD-000000540,PROD-0000046,1,328.09,2.17,325.92
OITEM-000002193,ORD-000000540,PROD-0000021,2,90.06,23.35,156.77
OITEM-000002194,ORD-000000540,PROD-0000104,1,132.1,10.82,121.28
OITEM-000002195,ORD-000000540,PROD-0000099,2,76.56,19.5,133.62
OITEM-000002196,ORD-000000541,PROD-0000066,1,171.22,9.15,162.07
OITEM-000002197,ORD-000000542,PROD-0000032,2,66.07,2.34,129.8
OITEM-000002198,ORD-000000542,PROD-0000021,1,90.05,8.67,81.38
OITEM-000002199,ORD-000000542,PROD-0000078,1,46.54,4.47,42.07
OITEM-000002200,ORD-000000542,PROD-0000037,1,225.53,3.24,222.29
OITEM-000002201,ORD-000000542,PROD-0000016,1,213.6,19.15,194.45
OITEM-000002202,ORD-000000543,PROD-0000025,1,227.56,0.0,227.56
OITEM-000002203,ORD-000000544,PROD-0000101,2,201.27,39.63,362.91
OITEM-000002204,ORD-000000544,PROD-0000120,2,124.63,8.4,240.86
OITEM-000002205,ORD-000000545,PROD-0000018,1,191.44,6.04,185.4
OITEM-000002206,ORD-000000546,PROD-0000004,2,85.03,16.95,153.11
OITEM-000002207,ORD-000000546,PROD-0000026,1,298.44,27.68,270.76
OITEM-000002208,ORD-000000546,PROD-0000087,2,72.12,2.0,142.24
OITEM-000002209,ORD-000000546,PROD-0000102,2,179.41,31.52,327.3
OITEM-000002210,ORD-000000547,PROD-0000108,1,297.49,16.73,280.76
OITEM-000002211,ORD-000000547,PROD-0000011,1,350.08,36.23,313.85
OITEM-000002212,ORD-000000547,PROD-0000046,1,317.66,6.31,311.35
OITEM-000002213,ORD-000000547,PROD-0000096,1,154.04,26.12,127.92
OITEM-000002214,ORD-000000548,PROD-0000066,2,177.34,33.13,321.55
OITEM-000002215,ORD-000000548,PROD-0000022,2,157.79,81.93,233.65
OITEM-000002216,ORD-000000548,PROD-0000117,1,158.06,34.33,123.73
OITEM-000002217,ORD-000000548,PROD-0000111,2,212.49,91.52,333.46
OITEM-000002218,ORD-000000549,PROD-0000106,2,125.0,55.12,194.88
OITEM-000002219,ORD-000000549,PROD-0000078,2,42.35,18.79,65.91
OITEM-000002220,ORD-000000549,PROD-0000004,1,85.83,20.3,65.53
OITEM-000002221,ORD-000000550,PROD-0000075,2,195.92,104.38,287.46
OITEM-000002222,ORD-000000550,PROD-0000068,2,190.4,63.61,317.19
OITEM-000002223,ORD-000000550,PROD-0000017,2,60.65,42.52,78.78
OITEM-000002224,ORD-000000551,PROD-0000027,1,133.57,32.39,101.18
OITEM-000002225,ORD-000000552,PROD-0000105,1,157.71,29.67,128.04
OITEM-000002226,ORD-000000552,PROD-0000003,2,175.71,20.09,331.33
OITEM-000002227,ORD-000000552,PROD-0000017,2,61.68,28.8,94.56
OITEM-000002228,ORD-000000552,PROD-0000076,1,166.24,13.44,152.8
OITEM-000002229,ORD-000000553,PROD-0000056,1,149.11,39.7,109.41
OITEM-000002230,ORD-000000553,PROD-0000100,1,100.38,35.87,64.51
OITEM-000002231,ORD-000000553,PROD-0000008,2,151.4,33.37,269.43
