event_id,customer_id,event_date,event_type,device_type,session_duration,page_views,add_to_cart_flag,checkout_start_flag,purchase_flag
EVT-00000002144,CUST-0000088,2024-04-05,checkout_start,mobile,8.85,2,1,1,0
EVT-00000002145,CUST-0000088,2024-06-27,checkout_start,mobile,5.35,1,1,1,0
EVT-00000002146,CUST-0000088,2024-06-09,add_to_cart,mobile,11.42,10,1,0,0
EVT-00000002147,CUST-0000088,2023-05-12,product_view,desktop,5.52,2,0,0,0
EVT-00000002148,CUST-0000088,2025-09-13,page_view,mobile,5.1,13,0,0,0
EVT-00000002149,CUST-0000088,2024-08-20,page_view,mobile,7.77,10,1,1,0
EVT-00000002150,CUST-0000088,2024-11-30,checkout_start,mobile,7.43,11,1,1,0
EVT-00000002151,CUST-0000088,2024-01-11,purchase,mobile,8.02,9,1,1,1
EVT-00000002152,CUST-0000088,2025-07-06,add_to_cart,desktop,11.21,12,1,0,0
EVT-00000002153,CUST-0000088,2025-06-22,wishlist,mobile,5.46,9,0,0,0
EVT-00000002154,CUST-0000088,2024-12-18,page_view,mobile,14.5,8,1,1,0
EVT-00000002155,CUST-0000088,2025-08-13,product_view,mobile,10.14,7,0,0,0
EVT-00000002156,CUST-0000088,2025-05-30,product_view,mobile,6.98,7,0,0,0
EVT-00000002157,CUST-0000088,2023-11-12,product_view,mobile,2.26,7,0,0,0
EVT-00000002158,CUST-0000088,2023-01-30,page_view,mobile,5.52,5,0,0,0
EVT-00000002159,CUST-0000088,2023-03-16,product_view,mobile,2.15,3,1,1,0
EVT-00000002160,CUST-0000088,2023-01-23,checkout_start,mobile,7.1,7,1,1,1
EVT-00000002161,CUST-0000088,2023-09-12,page_view,mobile,5.57,10,0,0,0
EVT-00000002162,CUST-0000088,2025-05-08,page_view,mobile,8.8,3,1,1,0
EVT-00000002163,CUST-0000088,2023-02-12,page_view,mobile,9.23,13,0,0,0
EVT-00000002164,CUST-0000088,2024-10-27,add_to_cart,desktop,7.8,7,1,0,0
EVT-00000002165,CUST-0000088,2023-12-23,wishlist,mobile,2.8,7,0,0,0
EVT-00000002166,CUST-0000088,2024-05-07,page_view,mobile,6.46,10,0,0,0
EVT-00000002167,CUST-0000088,2025-07-06,product_view,mobile,6.83,9,0,0,0
EVT-00000002168,CUST-0000088,2024-09-02,product_view,mobile,9.75,5,0,0,0
EVT-00000002169,CUST-0000088,2025-03-04,add_to_cart,mobile,6.13,18,1,0,0
EVT-00000002170,CUST-0000088,2025-12-20,add_to_cart,mobile,6.64,7,1,1,1
EVT-00000002171,CUST-0000088,2024-11-23,product_view,desktop,6.16,3,0,0,0
EVT-00000002172,CUST-0000088,2023-04-17,page_view,mobile,5.05,13,0,0,0
EVT-00000002173,CUST-0000088,2025-10-10,checkout_start,mobile,7.53,5,1,1,0
EVT-00000002174,CUST-0000088,2025-02-07,checkout_start,mobile,7.51,1,1,1,0
EVT-00000002175,CUST-0000089,2025-09-13,add_to_cart,mobile,7.76,5,1,0,0
EVT-00000002176,CUST-0000089,2024-04-24,app_open,mobile,7.23,4,0,0,0
EVT-00000002177,CUST-0000089,2024-01-21,campaign_click,mobile,6.47,8,0,0,0
EVT-00000002178,CUST-0000089,2024-10-12,app_open,mobile,7.61,9,0,0,0
EVT-00000002179,CUST-0000089,2024-07-19,campaign_click,mobile,10.98,4,0,0,0
EVT-00000002180,CUST-0000089,2024-01-20,campaign_click,mobile,13.34,7,1,1,1
EVT-00000002181,CUST-0000089,2023-11-30,add_to_cart,mobile,4.46,7,1,0,0
EVT-00000002182,CUST-0000089,2024-05-14,page_view,mobile,4.89,8,0,0,0
EVT-00000002183,CUST-0000089,2024-05-31,add_to_cart,mobile,3.97,10,1,1,1
EVT-00000002184,CUST-0000089,2025-08-12,page_view,desktop,9.12,8,0,0,0
EVT-00000002185,CUST-0000089,2023-10-01,product_view,desktop,5.14,9,0,0,0
EVT-00000002186,CUST-0000089,2024-10-08,page_view,mobile,3.36,2,1,1,1
EVT-00000002187,CUST-0000089,2023-09-11,product_view,mobile,3.12,1,1,0,0
EVT-00000002188,CUST-0000089,2025-12-20,page_view,mobile,10.62,10,0,0,0
EVT-00000002189,CUST-0000089,2025-10-09,page_view,mobile,11.21,10,0,0,0
EVT-00000002190,CUST-0000089,2024-08-26,app_open,desktop,5.48,5,1,1,1
EVT-00000002191,CUST-0000089,2025-03-06,campaign_click,mobile,4.22,11,0,0,0
EVT-00000002192,CUST-0000089,2023-11-22,page_view,mobile,8.17,4,0,0,0
EVT-00000002193,CUST-0000089,2024-05-30,add_to_cart,mobile,9.5,7,1,1,1
EVT-00000002194,CUST-0000089,2024-01-12,campaign_click,tablet,2.51,6,1,1,1
EVT-00000002195,CUST-0000089,2024-11-16,page_view,desktop,3.52,6,1,0,0
EVT-00000002196,CUST-0000089,2025-10-28,page_view,desktop,5.81,1,0,0,0
EVT-00000002197,CUST-0000089,2025-12-17,product_view,mobile,6.18,3,0,0,0
EVT-00000002198,CUST-0000089,2023-08-10,add_to_cart,mobile,5.91,10,1,0,0
EVT-00000002199,CUST-0000089,2025-12-01,app_open,mobile,6.48,8,0,0,0
EVT-00000002200,CUST-0000089,2025-09-19,wishlist,mobile,9.61,10,0,0,0
EVT-00000002201,CUST-0000089,2023-02-09,product_view,mobile,15.64,11,1,1,0
EVT-00000002202,CUST-0000089,2025-08-01,add_to_cart,desktop,1.57,1,1,0,0
EVT-00000002203,CUST-0000089,2025-08-16,page_view,desktop,4.56,18,1,0,0
EVT-00000002204,CUST-0000089,2024-06-16,product_view,mobile,4.98,10,0,0,0
EVT-00000002205,CUST-0000089,2023-02-19,checkout_start,mobile,8.17,16,1,1,1
EVT-00000002206,CUST-0000089,2024-11-30,page_view,mobile,8.95,4,0,0,0
EVT-00000002207,CUST-0000089,2023-03-30,checkout_start,desktop,9.27,3,1,1,1
EVT-00000002208,CUST-0000089,2024-09-21,wishlist,mobile,5.13,9,0,0,0
EVT-00000002209,CUST-0000089,2025-12-12,checkout_start,mobile,11.66,10,1,1,0
EVT-00000002210,CUST-0000089,2024-08-01,product_view,mobile,9.38,13,0,0,0
EVT-00000002211,CUST-0000089,2024-11-02,campaign_click,desktop,6.8,11,0,0,0
EVT-00000002212,CUST-0000089,2023-12-22,product_view,desktop,2.89,6,0,0,0
EVT-00000002213,CUST-0000089,2023-05-27,add_to_cart,mobile,7.6,3,1,1,1
EVT-00000002214,CUST-0000089,2023-07-08,campaign_click,mobile,9.53,5,1,0,0
EVT-00000002215,CUST-0000089,2024-12-11,wishlist,mobile,9.23,4,0,0,0
EVT-00000002216,CUST-0000090,2024-12-11,purchase,mobile,7.01,11,1,1,1
EVT-00000002217,CUST-0000090,2024-01-17,page_view,mobile,6.28,5,0,0,0
EVT-00000002218,CUST-0000090,2025-12-19,wishlist,mobile,9.98,12,0,0,0
EVT-00000002219,CUST-0000090,2024-04-29,add_to_cart,mobile,8.16,10,1,0,0
EVT-00000002220,CUST-0000090,2025-11-26,page_view,tablet,6.72,5,0,0,0
EVT-00000002221,CUST-0000090,2025-05-28,page_view,desktop,8.68,16,0,0,0
EVT-00000002222,CUST-0000090,2025-08-20,app_open,mobile,10.75,5,0,0,0
EVT-00000002223,CUST-0000090,2023-06-05,campaign_click,mobile,8.03,10,0,0,0
EVT-00000002224,CUST-0000090,2024-05-21,page_view,mobile,7.05,11,0,0,0
EVT-00000002225,CUST-0000090,2025-02-12,wishlist,mobile,3.9,3,0,0,0
EVT-00000002226,CUST-0000090,2024-01-06,page_view,mobile,5.15,5,0,0,0
EVT-00000002227,CUST-0000090,2024-09-22,app_open,mobile,8.8,5,0,0,0
EVT-00000002228,CUST-0000090,2025-05-21,page_view,mobile,8.08,12,0,0,0
EVT-00000002229,CUST-0000090,2024-04-10,checkout_start,mobile,8.1,4,1,1,0
EVT-00000002230,CUST-0000090,2024-05-27,page_view,mobile,4.96,4,0,0,0
EVT-00000002231,CUST-0000090,2025-04-28,app_open,mobile,4.68,10,0,0,0
EVT-00000002232,CUST-0000090,2024-05-26,page_view,mobile,9.7,12,0,0,0
EVT-00000002233,CUST-0000090,2023-10-12,add_to_cart,mobile,8.59,17,1,1,0
EVT-00000002234,CUST-0000090,2024-05-25,add_to_cart,desktop,11.53,10,1,0,0
EVT-00000002235,CUST-0000090,2023-12-09,add_to_cart,mobile,9.23,15,1,1,0
EVT-00000002236,CUST-0000090,2024-04-14,purchase,mobile,7.24,5,1,1,1
EVT-00000002237,CUST-0000090,2025-01-31,product_view,mobile,6.04,10,1,0,0
EVT-00000002238,CUST-0000090,2024-08-17,product_view,mobile,11.67,16,0,0,0
EVT-00000002239,CUST-0000090,2023-11-22,campaign_click,mobile,8.08,6,0,0,0
EVT-00000002240,CUST-0000090,2025-12-18,page_view,desktop,12.43,1,0,0,0
EVT-00000002241,CUST-0000090,2023-05-03,app_open,mobile,5.54,7,0,0,0
EVT-00000002242,CUST-0000090,2025-05-09,campaign_click,mobile,8.6,7,0,0,0
EVT-00000002243,CUST-0000090,2023-02-23,page_view,desktop,11.7,2,0,0,0
EVT-00000002244,CUST-0000090,2024-01-17,add_to_cart,mobile,7.23,3,1,0,0
EVT-00000002245,CUST-0000090,2023-07-30,page_view,mobile,5.52,8,0,0,0
EVT-00000002246,CUST-0000091,2025-04-04,product_view,mobile,11.53,9,0,0,0
EVT-00000002247,CUST-0000091,2025-01-30,purchase,mobile,5.67,8,1,1,1
EVT-00000002248,CUST-0000091,2023-10-02,product_view,mobile,10.24,4,0,0,0
EVT-00000002249,CUST-0000091,2024-05-05,product_view,mobile,2.64,9,0,0,0
EVT-00000002250,CUST-0000091,2024-02-02,checkout_start,mobile,10.67,14,1,1,1
EVT-00000002251,CUST-0000091,2024-07-01,add_to_cart,desktop,2.03,8,1,0,0
EVT-00000002252,CUST-0000091,2024-09-09,checkout_start,mobile,8.84,4,1,1,1
EVT-00000002253,CUST-0000091,2023-03-14,purchase,tablet,3.95,7,1,1,1
EVT-00000002254,CUST-0000091,2025-02-02,add_to_cart,desktop,4.71,16,1,0,0
EVT-00000002255,CUST-0000091,2025-08-25,add_to_cart,mobile,10.38,16,1,0,0
EVT-00000002256,CUST-0000091,2024-06-05,campaign_click,mobile,5.5,7,0,0,0
EVT-00000002257,CUST-0000091,2024-10-25,add_to_cart,mobile,5.76,5,1,0,0
EVT-00000002258,CUST-0000091,2023-08-13,app_open,mobile,8.85,7,0,0,0
EVT-00000002259,CUST-0000091,2025-10-07,app_open,mobile,7.05,4,0,0,0
EVT-00000002260,CUST-0000091,2023-06-27,product_view,desktop,5.46,7,1,1,0
EVT-00000002261,CUST-0000091,2023-08-04,campaign_click,mobile,10.92,7,0,0,0
EVT-00000002262,CUST-0000091,2025-06-03,app_open,mobile,5.2,2,1,1,0
EVT-00000002263,CUST-0000091,2025-12-20,product_view,desktop,8.21,13,0,0,0
EVT-00000002264,CUST-0000091,2024-08-18,checkout_start,desktop,2.47,5,1,1,0
EVT-00000002265,CUST-0000091,2023-09-24,app_open,mobile,5.92,11,0,0,0
EVT-00000002266,CUST-0000091,2023-07-29,checkout_start,mobile,8.61,9,1,1,1
EVT-00000002267,CUST-0000091,2025-06-22,campaign_click,mobile,5.76,1,0,0,0
EVT-00000002268,CUST-0000091,2025-11-13,wishlist,mobile,5.95,10,0,0,0
EVT-00000002269,CUST-0000091,2024-12-15,wishlist,mobile,9.09,15,1,1,1
EVT-00000002270,CUST-0000091,2025-05-31,app_open,desktop,9.29,13,0,0,0
EVT-00000002271,CUST-0000091,2025-11-10,checkout_start,mobile,6.34,9,1,1,0
EVT-00000002272,CUST-0000091,2023-05-21,page_view,mobile,9.37,9,0,0,0
EVT-00000002273,CUST-0000091,2023-10-21,product_view,mobile,7.57,7,1,1,1
EVT-00000002274,CUST-0000091,2023-05-15,app_open,mobile,9.26,7,0,0,0
EVT-00000002275,CUST-0000091,2025-11-09,wishlist,mobile,6.88,7,0,0,0
EVT-00000002276,CUST-0000091,2025-09-01,product_view,mobile,3.59,8,1,0,0
EVT-00000002277,CUST-0000091,2025-11-21,page_view,mobile,13.19,10,1,1,1
EVT-00000002278,CUST-0000091,2025-04-20,page_view,desktop,8.77,8,0,0,0
EVT-00000002279,CUST-0000091,2024-08-08,wishlist,mobile,3.61,8,0,0,0
EVT-00000002280,CUST-0000091,2024-04-16,page_view,mobile,0.8,7,1,0,0
EVT-00000002281,CUST-0000091,2025-10-11,product_view,mobile,6.72,6,0,0,0
EVT-00000002282,CUST-0000091,2024-09-29,wishlist,mobile,4.46,10,1,0,0
EVT-00000002283,CUST-0000092,2025-12-16,app_open,desktop,5.29,6,0,0,0
EVT-00000002284,CUST-0000092,2023-02-20,page_view,mobile,8.46,1,0,0,0
EVT-00000002285,CUST-0000092,2025-11-08,page_view,tablet,3.6,6,0,0,0
EVT-00000002286,CUST-0000092,2024-03-10,wishlist,mobile,3.63,3,0,0,0
EVT-00000002287,CUST-0000092,2025-10-03,page_view,desktop,4.97,6,0,0,0
EVT-00000002288,CUST-0000092,2023-06-30,add_to_cart,desktop,8.15,4,1,1,0
EVT-00000002289,CUST-0000092,2024-09-02,page_view,desktop,2.86,8,0,0,0
EVT-00000002290,CUST-0000092,2024-05-01,campaign_click,desktop,7.5,6,0,0,0
EVT-00000002291,CUST-0000092,2025-07-08,purchase,tablet,3.97,12,1,1,1
EVT-00000002292,CUST-0000092,2023-03-27,add_to_cart,desktop,1.83,1,1,0,0
EVT-00000002293,CUST-0000092,2024-10-03,add_to_cart,mobile,4.46,4,1,1,0
EVT-00000002294,CUST-0000092,2024-07-31,product_view,desktop,9.78,5,0,0,0
EVT-00000002295,CUST-0000092,2025-03-08,product_view,mobile,0.2,9,0,0,0
EVT-00000002296,CUST-0000092,2023-03-31,add_to_cart,mobile,7.34,5,1,0,0
EVT-00000002297,CUST-0000092,2025-10-07,add_to_cart,mobile,5.95,12,1,0,0
EVT-00000002298,CUST-0000092,2023-01-15,add_to_cart,desktop,7.09,12,1,1,1
EVT-00000002299,CUST-0000092,2024-03-27,page_view,mobile,8.03,3,0,0,0
EVT-00000002300,CUST-0000092,2024-11-30,product_view,mobile,6.26,5,0,0,0
EVT-00000002301,CUST-0000092,2023-05-07,wishlist,desktop,4.79,9,0,0,0
EVT-00000002302,CUST-0000092,2024-06-07,product_view,desktop,3.99,1,1,1,0
EVT-00000002303,CUST-0000093,2023-11-05,page_view,desktop,4.15,7,0,0,0
EVT-00000002304,CUST-0000093,2025-12-24,page_view,mobile,4.06,6,0,0,0
EVT-00000002305,CUST-0000093,2023-06-26,page_view,mobile,6.74,8,0,0,0
EVT-00000002306,CUST-0000093,2024-08-05,wishlist,mobile,7.42,9,0,0,0
EVT-00000002307,CUST-0000093,2024-12-27,add_to_cart,desktop,7.63,4,1,0,0
EVT-00000002308,CUST-0000093,2025-12-16,page_view,mobile,9.02,1,1,0,0
EVT-00000002309,CUST-0000093,2023-04-06,checkout_start,desktop,12.2,9,1,1,0
EVT-00000002310,CUST-0000093,2023-03-29,campaign_click,desktop,6.58,5,0,0,0
EVT-00000002311,CUST-0000093,2023-06-15,product_view,mobile,6.8,1,1,1,0
EVT-00000002312,CUST-0000093,2024-01-08,add_to_cart,mobile,1.77,7,1,1,0
EVT-00000002313,CUST-0000093,2023-03-22,page_view,mobile,6.29,15,0,0,0
EVT-00000002314,CUST-0000093,2025-11-13,product_view,desktop,7.5,6,0,0,0
EVT-00000002315,CUST-0000093,2024-05-25,page_view,mobile,6.47,10,0,0,0
EVT-00000002316,CUST-0000093,2024-05-22,page_view,mobile,10.48,7,0,0,0
EVT-00000002317,CUST-0000093,2023-11-02,product_view,desktop,10.84,14,1,1,1
EVT-00000002318,CUST-0000093,2024-11-03,product_view,mobile,9.03,17,1,1,1
EVT-00000002319,CUST-0000093,2025-05-16,add_to_cart,mobile,5.4,4,1,0,0
EVT-00000002320,CUST-0000093,2024-08-07,product_view,mobile,10.2,12,0,0,0
EVT-00000002321,CUST-0000093,2024-11-09,page_view,mobile,7.42,4,0,0,0
EVT-00000002322,CUST-0000093,2023-06-30,app_open,mobile,9.48,3,0,0,0
EVT-00000002323,CUST-0000093,2023-04-17,add_to_cart,mobile,0.2,11,1,1,0
EVT-00000002324,CUST-0000093,2024-08-27,product_view,mobile,11.95,11,1,0,0
EVT-00000002325,CUST-0000093,2024-04-09,page_view,desktop,7.09,2,1,0,0
EVT-00000002326,CUST-0000093,2025-09-08,app_open,mobile,5.96,2,0,0,0
EVT-00000002327,CUST-0000093,2024-08-11,product_view,mobile,6.93,7,0,0,0
EVT-00000002328,CUST-0000093,2025-08-28,page_view,mobile,4.99,5,0,0,0
EVT-00000002329,CUST-0000093,2025-12-01,page_view,mobile,5.32,10,0,0,0
EVT-00000002330,CUST-0000093,2025-10-31,page_view,desktop,6.62,9,0,0,0
EVT-00000002331,CUST-0000093,2025-09-10,wishlist,mobile,11.28,9,0,0,0
EVT-00000002332,CUST-0000093,2024-01-15,checkout_start,desktop,8.46,6,1,1,1
EVT-00000002333,CUST-0000093,2023-02-08,purchase,mobile,9.92,12,1,1,1
EVT-00000002334,CUST-0000093,2024-07-01,page_view,desktop,5.68,4,1,0,0
EVT-00000002335,CUST-0000093,2023-12-27,add_to_cart,mobile,8.29,10,1,1,0
EVT-00000002336,CUST-0000093,2024-05-20,page_view,mobile,8.76,10,0,0,0
EVT-00000002337,CUST-0000093,2023-09-06,product_view,mobile,8.85,10,1,1,1
EVT-00000002338,CUST-0000093,2023-02-17,page_view,mobile,9.38,4,1,1,0
EVT-00000002339,CUST-0000093,2024-05-25,app_open,mobile,8.95,5,0,0,0
EVT-00000002340,CUST-0000093,2024-04-02,page_view,mobile,6.51,9,0,0,0
EVT-00000002341,CUST-0000093,2023-10-08,checkout_start,mobile,4.48,7,1,1,0
EVT-00000002342,CUST-0000093,2024-09-11,wishlist,mobile,5.7,9,0,0,0
EVT-00000002343,CUST-0000093,2023-01-23,page_view,mobile,1.42,1,0,0,0
EVT-00000002344,CUST-0000094,2025-12-28,purchase,mobile,5.58,5,1,1,1
EVT-00000002345,CUST-0000094,2024-04-02,page_view,mobile,5.11,11,0,0,0
EVT-00000002346,CUST-0000094,2023-12-04,page_view,mobile,3.54,12,0,0,0
EVT-00000002347,CUST-0000094,2025-02-16,page_view,desktop,2.44,1,0,0,0
EVT-00000002348,CUST-0000094,2023-07-09,product_view,desktop,9.43,6,0,0,0
EVT-00000002349,CUST-0000094,2023-09-25,page_view,desktop,2.77,10,0,0,0
EVT-00000002350,CUST-0000094,2025-07-06,wishlist,mobile,6.13,7,0,0,0
EVT-00000002351,CUST-0000094,2025-11-18,add_to_cart,desktop,5.63,4,1,0,0
EVT-00000002352,CUST-0000094,2023-08-18,page_view,mobile,5.87,4,0,0,0
EVT-00000002353,CUST-0000094,2024-10-20,page_view,desktop,8.02,12,0,0,0
EVT-00000002354,CUST-0000094,2025-08-23,wishlist,mobile,4.62,6,0,0,0
EVT-00000002355,CUST-0000094,2023-12-01,app_open,mobile,4.9,5,0,0,0
EVT-00000002356,CUST-0000094,2023-03-24,page_view,desktop,5.89,10,0,0,0
EVT-00000002357,CUST-0000094,2024-12-24,page_view,mobile,6.01,12,0,0,0
EVT-00000002358,CUST-0000094,2025-02-19,purchase,mobile,0.2,4,1,1,1
EVT-00000002359,CUST-0000094,2023-05-21,page_view,mobile,5.18,9,0,0,0
EVT-00000002360,CUST-0000094,2023-06-27,product_view,mobile,3.53,3,0,0,0
EVT-00000002361,CUST-0000094,2025-12-08,page_view,mobile,6.01,3,0,0,0
EVT-00000002362,CUST-0000094,2025-12-25,purchase,desktop,1.23,10,1,1,1
EVT-00000002363,CUST-0000095,2024-03-01,page_view,mobile,2.38,12,0,0,0
EVT-00000002364,CUST-0000095,2025-04-04,product_view,mobile,0.2,5,0,0,0
EVT-00000002365,CUST-0000095,2023-07-20,page_view,desktop,2.61,2,0,0,0
EVT-00000002366,CUST-0000095,2023-04-01,page_view,desktop,0.82,3,0,0,0
EVT-00000002367,CUST-0000095,2024-10-06,add_to_cart,mobile,3.64,1,1,1,0
EVT-00000002368,CUST-0000095,2024-11-04,wishlist,mobile,4.94,12,0,0,0
EVT-00000002369,CUST-0000095,2023-12-13,page_view,mobile,4.5,5,0,0,0
EVT-00000002370,CUST-0000095,2024-12-15,page_view,mobile,6.46,14,0,0,0
EVT-00000002371,CUST-0000095,2025-06-05,product_view,mobile,1.73,8,0,0,0
EVT-00000002372,CUST-0000095,2024-07-13,app_open,mobile,0.2,14,0,0,0
EVT-00000002373,CUST-0000095,2025-08-17,product_view,mobile,8.9,14,0,0,0
EVT-00000002374,CUST-0000095,2025-03-01,page_view,mobile,3.45,11,0,0,0
EVT-00000002375,CUST-0000095,2025-01-25,page_view,mobile,5.26,13,0,0,0
EVT-00000002376,CUST-0000095,2025-12-30,wishlist,mobile,0.2,6,0,0,0
EVT-00000002377,CUST-0000095,2023-03-02,purchase,mobile,7.85,5,1,1,1
EVT-00000002378,CUST-0000095,2025-01-20,app_open,mobile,2.64,5,0,0,0
EVT-00000002379,CUST-0000095,2023-06-20,product_view,desktop,7.86,6,0,0,0
EVT-00000002380,CUST-0000095,2023-12-02,page_view,mobile,0.2,13,0,0,0
EVT-00000002381,CUST-0000096,2023-07-23,add_to_cart,mobile,7.29,1,1,1,0
EVT-00000002382,CUST-0000096,2023-03-02,page_view,tablet,2.72,2,0,0,0
EVT-00000002383,CUST-0000096,2025-06-01,add_to_cart,mobile,7.85,6,1,1,1
EVT-00000002384,CUST-0000096,2025-06-08,product_view,desktop,6.33,7,0,0,0
EVT-00000002385,CUST-0000096,2024-07-17,product_view,desktop,0.5,9,0,0,0
EVT-00000002386,CUST-0000096,2024-07-30,product_view,mobile,0.23,8,0,0,0
EVT-00000002387,CUST-0000096,2023-11-15,page_view,desktop,4.99,7,0,0,0
EVT-00000002388,CUST-0000096,2023-10-14,page_view,desktop,6.28,6,0,0,0
EVT-00000002389,CUST-0000096,2025-09-20,checkout_start,mobile,3.72,16,1,1,0
EVT-00000002390,CUST-0000096,2024-12-07,app_open,desktop,2.03,7,0,0,0
EVT-00000002391,CUST-0000096,2023-03-27,product_view,mobile,0.2,11,0,0,0
EVT-00000002392,CUST-0000096,2023-01-12,purchase,desktop,3.34,8,1,1,1
EVT-00000002393,CUST-0000096,2025-09-15,page_view,desktop,6.36,7,0,0,0
EVT-00000002394,CUST-0000096,2023-07-02,wishlist,mobile,7.13,10,0,0,0
EVT-00000002395,CUST-0000096,2023-04-28,page_view,desktop,5.48,3,0,0,0
EVT-00000002396,CUST-0000096,2025-01-20,add_to_cart,tablet,3.29,1,1,0,0
EVT-00000002397,CUST-0000096,2024-09-14,product_view,mobile,4.71,7,0,0,0
EVT-00000002398,CUST-0000096,2023-08-06,page_view,mobile,2.07,5,1,0,0
EVT-00000002399,CUST-0000096,2023-05-20,app_open,mobile,7.44,6,0,0,0
EVT-00000002400,CUST-0000097,2024-03-30,app_open,mobile,4.13,7,0,0,0
EVT-00000002401,CUST-0000097,2023-12-18,product_view,mobile,1.94,6,0,0,0
EVT-00000002402,CUST-0000097,2025-04-24,app_open,mobile,0.2,9,0,0,0
EVT-00000002403,CUST-0000097,2023-10-09,product_view,mobile,4.66,4,0,0,0
EVT-00000002404,CUST-0000097,2024-11-18,product_view,mobile,1.33,11,0,0,0
EVT-00000002405,CUST-0000097,2025-08-01,checkout_start,mobile,11.01,9,1,1,1
EVT-00000002406,CUST-0000097,2025-01-04,add_to_cart,mobile,6.95,4,1,0,0
EVT-00000002407,CUST-0000097,2024-07-06,checkout_start,mobile,7.06,9,1,1,0
EVT-00000002408,CUST-0000097,2023-08-16,wishlist,mobile,5.5,8,0,0,0
EVT-00000002409,CUST-0000098,2025-05-14,purchase,mobile,9.46,7,1,1,1
EVT-00000002410,CUST-0000098,2025-04-14,page_view,mobile,10.9,7,1,0,0
EVT-00000002411,CUST-0000098,2024-10-09,page_view,desktop,9.44,8,0,0,0
EVT-00000002412,CUST-0000098,2023-09-07,page_view,mobile,10.13,1,1,0,0
EVT-00000002413,CUST-0000098,2024-05-20,page_view,mobile,6.14,12,0,0,0
EVT-00000002414,CUST-0000098,2023-10-20,wishlist,desktop,5.95,15,1,1,1
EVT-00000002415,CUST-0000098,2025-10-13,purchase,mobile,6.23,4,1,1,1
EVT-00000002416,CUST-0000098,2024-03-26,page_view,mobile,14.62,10,1,1,0
EVT-00000002417,CUST-0000098,2023-06-03,page_view,mobile,9.99,3,0,0,0
EVT-00000002418,CUST-0000098,2025-07-26,campaign_click,mobile,10.4,16,0,0,0
EVT-00000002419,CUST-0000098,2025-01-30,page_view,mobile,6.32,10,0,0,0
EVT-00000002420,CUST-0000098,2023-08-05,add_to_cart,tablet,7.51,17,1,1,1
EVT-00000002421,CUST-0000098,2023-02-04,product_view,tablet,1.69,7,0,0,0
EVT-00000002422,CUST-0000098,2025-05-09,page_view,mobile,8.63,9,0,0,0
EVT-00000002423,CUST-0000098,2024-11-08,page_view,mobile,3.71,6,0,0,0
EVT-00000002424,CUST-0000098,2024-11-17,add_to_cart,mobile,6.73,11,1,0,0
EVT-00000002425,CUST-0000098,2025-01-05,campaign_click,mobile,0.77,6,1,0,0
EVT-00000002426,CUST-0000098,2025-12-25,app_open,mobile,7.49,6,0,0,0
EVT-00000002427,CUST-0000098,2023-08-24,wishlist,mobile,2.98,4,0,0,0
EVT-00000002428,CUST-0000098,2024-05-22,campaign_click,mobile,9.89,6,1,0,0
EVT-00000002429,CUST-0000098,2023-03-30,page_view,mobile,8.6,1,0,0,0
EVT-00000002430,CUST-0000098,2025-06-29,add_to_cart,mobile,3.88,8,1,0,0
EVT-00000002431,CUST-0000098,2023-07-28,campaign_click,desktop,9.51,1,0,0,0
EVT-00000002432,CUST-0000098,2025-02-22,product_view,mobile,9.95,10,0,0,0
EVT-00000002433,CUST-0000098,2025-06-27,product_view,mobile,3.29,5,0,0,0
EVT-00000002434,CUST-0000098,2024-03-19,page_view,mobile,7.18,4,0,0,0
EVT-00000002435,CUST-0000098,2023-08-02,checkout_start,mobile,10.41,1,1,1,1
EVT-00000002436,CUST-0000098,2024-05-26,product_view,desktop,7.39,5,0,0,0
EVT-00000002437,CUST-0000098,2025-06-18,add_to_cart,mobile,7.16,8,1,1,0
EVT-00000002438,CUST-0000098,2024-08-20,wishlist,tablet,5.04,4,0,0,0
EVT-00000002439,CUST-0000098,2023-07-16,page_view,mobile,8.0,6,0,0,0
EVT-00000002440,CUST-0000098,2025-02-24,add_to_cart,mobile,6.82,16,1,1,0
EVT-00000002441,CUST-0000098,2023-09-17,page_view,mobile,5.32,6,0,0,0
EVT-00000002442,CUST-0000098,2023-12-11,wishlist,mobile,4.59,4,0,0,0
EVT-00000002443,CUST-0000098,2024-08-11,app_open,mobile,1.97,11,0,0,0
EVT-00000002444,CUST-0000098,2023-01-05,app_open,mobile,5.69,13,0,0,0
EVT-00000002445,CUST-0000099,2023-05-05,page_view,mobile,7.43,7,0,0,0
EVT-00000002446,CUST-0000099,2023-08-04,wishlist,desktop,9.16,8,0,0,0
EVT-00000002447,CUST-0000099,2025-09-19,product_view,mobile,6.19,5,0,0,0
EVT-00000002448,CUST-0000099,2024-08-07,page_view,mobile,4.21,11,0,0,0
EVT-00000002449,CUST-0000099,2025-06-22,add_to_cart,mobile,4.34,4,1,0,0
EVT-00000002450,CUST-0000099,2025-01-19,add_to_cart,mobile,8.8,11,1,0,0
EVT-00000002451,CUST-0000099,2023-03-21,app_open,desktop,5.79,7,0,0,0
EVT-00000002452,CUST-0000099,2025-08-04,add_to_cart,mobile,1.35,12,1,0,0
EVT-00000002453,CUST-0000099,2024-04-23,purchase,mobile,8.51,18,1,1,1
EVT-00000002454,CUST-0000099,2023-06-17,product_view,mobile,5.51,11,0,0,0
