order_id,customer_id,order_date,channel,order_status,gross_amount,discount_amount,net_amount,payment_method,shipping_type,shipping_cost,delivery_days,return_flag
ORD-000000468,CUST-0000098,2024-07-29,app,delivered,195.77,31.65,164.12,pix,standard,17.43,5,0
ORD-000000469,CUST-0000098,2025-03-22,app,delivered,1023.68,96.8,926.88,debit_card,pickup,0.0,0,0
ORD-000000470,CUST-0000098,2025-04-02,app,returned,180.88,37.54,143.34,installments,pickup,5.1,1,1
ORD-000000471,CUST-0000098,2025-05-23,app,delivered,728.22,95.82,632.4,credit_card,pickup,2.14,0,0
ORD-000000472,CUST-0000098,2025-07-01,app,delivered,204.76,34.04,170.72,credit_card,standard,11.6,3,0
ORD-000000473,CUST-0000098,2025-10-01,ecommerce,delivered,357.24,46.12,311.12,credit_card,standard,10.55,8,0
ORD-000000474,CUST-0000098,2025-12-18,store,cancelled,1538.67,133.94,1404.73,pix,pickup,0.0,0,0
ORD-000000475,CUST-0000099,2023-05-24,app,delivered,225.95,12.91,213.04,installments,standard,16.5,2,0
ORD-000000476,CUST-0000099,2023-10-03,store,delivered,501.52,27.32,474.2,installments,pickup,0.0,0,0
ORD-000000477,CUST-0000099,2023-10-09,store,returned,1185.15,96.9,1088.25,credit_card,pickup,0.0,0,1
ORD-000000478,CUST-0000099,2024-03-06,ecommerce,delivered,352.38,27.29,325.09,credit_card,standard,13.28,3,0
ORD-000000479,CUST-0000099,2025-01-26,ecommerce,delivered,109.94,16.68,93.26,credit_card,pickup,0.0,0,0
ORD-000000480,CUST-0000099,2025-11-14,app,delivered,655.37,88.36,567.01,installments,standard,6.05,6,0
ORD-000000481,CUST-0000100,2024-03-18,ecommerce,delivered,155.06,25.24,129.82,installments,standard,11.52,7,0
ORD-000000482,CUST-0000100,2024-05-24,ecommerce,delivered,474.98,34.41,440.57,pix,pickup,0.0,0,0
ORD-000000483,CUST-0000100,2025-05-05,app,delivered,743.24,157.53,585.71,wallet,standard,18.53,8,0
ORD-000000484,CUST-0000101,2024-01-08,store,returned,616.0,105.79,510.21,credit_card,pickup,0.0,0,1
ORD-000000485,CUST-0000101,2024-09-15,app,delivered,666.95,75.53,591.42,credit_card,standard,17.56,4,0
ORD-000000486,CUST-0000101,2025-08-26,app,returned,249.82,44.95,204.87,credit_card,standard,7.62,4,1
ORD-000000487,CUST-0000102,2025-06-02,ecommerce,returned,171.16,25.93,145.23,credit_card,standard,6.73,8,1
ORD-000000488,CUST-0000102,2025-07-04,app,delivered,951.11,211.31,739.8,installments,express,22.89,2,0
ORD-000000489,CUST-0000102,2025-09-04,app,cancelled,1266.62,112.87,1153.75,pix,pickup,7.07,2,0
ORD-000000490,CUST-0000102,2025-12-03,ecommerce,delivered,2798.42,392.16,2406.26,pix,standard,16.16,5,0
ORD-000000491,CUST-0000103,2025-07-05,ecommerce,cancelled,1568.22,154.48,1413.74,credit_card,express,13.11,1,0
ORD-000000492,CUST-0000103,2025-11-12,ecommerce,delivered,162.62,4.42,158.2,wallet,express,18.44,2,0
ORD-000000493,CUST-0000104,2025-08-05,app,delivered,604.14,48.68,555.46,credit_card,standard,15.78,5,1
ORD-000000494,CUST-0000105,2025-11-17,app,delivered,1621.21,80.1,1541.11,credit_card,standard,13.07,5,0
ORD-000000495,CUST-0000106,2024-10-17,store,delivered,1405.4,58.0,1347.4,credit_card,pickup,0.0,0,0
ORD-000000496,CUST-0000106,2024-11-22,store,returned,853.14,241.8,611.34,pix,pickup,0.0,0,1
ORD-000000497,CUST-0000106,2024-12-25,app,delivered,958.11,124.75,833.36,credit_card,express,23.05,3,0
ORD-000000498,CUST-0000106,2025-02-08,app,delivered,188.14,65.2,122.94,debit_card,pickup,0.0,0,0
ORD-000000499,CUST-0000106,2025-05-31,store,delivered,216.96,30.52,186.44,installments,pickup,0.0,0,0
ORD-000000500,CUST-0000106,2025-06-26,ecommerce,delivered,1881.24,286.99,1594.25,credit_card,standard,6.76,7,0
ORD-000000501,CUST-0000106,2025-07-02,store,returned,2134.03,145.29,1988.74,wallet,pickup,0.0,0,1
ORD-000000502,CUST-0000106,2025-07-21,app,delivered,122.03,10.9,111.13,installments,standard,15.87,8,0
ORD-000000503,CUST-0000106,2025-09-24,app,delivered,709.97,112.22,597.75,installments,standard,14.7,4,0
ORD-000000504,CUST-0000106,2025-12-16,store,delivered,252.19,48.65,203.54,installments,pickup,0.0,0,0
ORD-000000505,CUST-0000107,2024-07-13,app,delivered,1875.45,222.09,1653.36,credit_card,standard,14.03,4,0
ORD-000000506,CUST-0000107,2025-04-13,app,delivered,502.96,61.6,441.36,debit_card,express,25.76,2,0
ORD-000000507,CUST-0000107,2025-05-31,app,delivered,1725.18,184.51,1540.67,credit_card,standard,10.2,2,0
ORD-000000508,CUST-0000107,2025-06-13,ecommerce,delivered,541.58,67.93,473.65,credit_card,standard,16.97,7,0
ORD-000000509,CUST-0000107,2025-12-09,app,delivered,898.02,175.66,722.36,installments,pickup,3.04,2,0
ORD-000000510,CUST-0000108,2024-07-12,ecommerce,delivered,187.59,37.7,149.89,installments,express,29.78,4,0
ORD-000000511,CUST-0000108,2025-03-24,ecommerce,delivered,1219.0,29.47,1189.53,debit_card,pickup,0.0,0,0
ORD-000000512,CUST-0000108,2025-04-04,store,delivered,1298.88,208.58,1090.3,credit_card,pickup,0.0,0,0
ORD-000000513,CUST-0000108,2025-05-12,ecommerce,delivered,846.05,89.47,756.58,pix,pickup,1.08,0,0
ORD-000000514,CUST-0000108,2025-12-20,app,delivered,981.7,113.22,868.48,pix,standard,19.77,6,0
ORD-000000515,CUST-0000109,2023-01-23,store,delivered,1105.38,145.69,959.69,pix,pickup,0.0,0,0
ORD-000000516,CUST-0000109,2023-01-26,store,delivered,437.02,41.2,395.82,debit_card,pickup,0.0,0,0
ORD-000000517,CUST-0000109,2023-08-21,ecommerce,delivered,503.94,49.06,454.88,credit_card,standard,12.51,2,0
ORD-000000518,CUST-0000109,2023-11-10,store,returned,1147.39,79.07,1068.32,debit_card,pickup,0.0,0,1
ORD-000000519,CUST-0000109,2023-12-01,store,delivered,352.48,49.24,303.24,debit_card,pickup,0.0,0,0
ORD-000000520,CUST-0000109,2024-08-03,ecommerce,delivered,551.26,53.86,497.4,credit_card,standard,7.18,9,0
ORD-000000521,CUST-0000109,2024-09-29,store,returned,527.42,32.65,494.77,pix,pickup,0.0,0,1
ORD-000000522,CUST-0000109,2024-10-13,store,cancelled,1093.86,128.3,965.56,credit_card,pickup,0.0,0,0
ORD-000000523,CUST-0000109,2024-10-17,store,returned,769.24,49.71,719.53,credit_card,pickup,0.0,0,1
ORD-000000524,CUST-0000109,2025-02-21,ecommerce,delivered,470.92,28.9,442.02,wallet,express,18.62,0,0
ORD-000000525,CUST-0000109,2025-11-28,ecommerce,cancelled,610.52,23.1,587.42,credit_card,standard,19.43,7,0
ORD-000000526,CUST-0000110,2025-08-18,store,cancelled,212.11,85.76,126.35,credit_card,pickup,0.0,0,0
ORD-000000527,CUST-0000110,2025-09-15,ecommerce,delivered,59.79,10.31,49.48,debit_card,pickup,0.0,0,0
ORD-000000528,CUST-0000111,2023-07-19,store,delivered,1820.09,311.44,1508.65,pix,pickup,0.0,0,0
ORD-000000529,CUST-0000111,2023-07-22,app,returned,494.47,61.82,432.65,credit_card,express,10.18,5,1
ORD-000000530,CUST-0000111,2023-07-25,ecommerce,delivered,1283.33,90.07,1193.26,credit_card,standard,5.39,4,0
ORD-000000531,CUST-0000111,2023-08-22,ecommerce,delivered,445.4,56.62,388.78,wallet,standard,13.76,6,0
ORD-000000532,CUST-0000111,2023-11-30,store,returned,1049.39,230.3,819.09,credit_card,pickup,0.0,0,1
ORD-000000533,CUST-0000111,2025-02-11,app,cancelled,1656.33,202.65,1453.68,credit_card,standard,16.53,6,0
ORD-000000534,CUST-0000111,2025-03-15,ecommerce,delivered,714.78,67.98,646.8,credit_card,standard,19.61,6,0
ORD-000000535,CUST-0000111,2025-03-31,store,delivered,126.41,24.49,101.92,debit_card,pickup,0.0,0,0
ORD-000000536,CUST-0000111,2025-12-18,ecommerce,delivered,348.3,42.4,305.9,credit_card,pickup,0.0,2,0
ORD-000000537,CUST-0000112,2023-01-18,app,delivered,403.61,11.06,392.55,installments,express,23.72,1,0
ORD-000000538,CUST-0000112,2023-02-05,ecommerce,delivered,984.72,38.65,946.07,debit_card,standard,2.12,7,0
ORD-000000539,CUST-0000112,2023-02-07,app,delivered,955.14,80.85,874.29,credit_card,standard,5.98,8,0
ORD-000000540,CUST-0000112,2023-12-07,store,delivered,793.43,55.84,737.59,debit_card,pickup,0.0,0,0
ORD-000000541,CUST-0000112,2024-02-25,store,delivered,171.22,9.15,162.07,wallet,pickup,0.0,0,0
ORD-000000542,CUST-0000112,2024-03-06,app,delivered,707.86,37.87,669.99,credit_card,standard,17.9,5,0
ORD-000000543,CUST-0000112,2024-03-09,app,delivered,227.56,0.0,227.56,debit_card,standard,8.41,3,0
ORD-000000544,CUST-0000112,2024-05-10,app,delivered,651.8,48.03,603.77,pix,standard,6.89,7,0
ORD-000000545,CUST-0000112,2024-05-22,ecommerce,delivered,191.44,6.04,185.4,installments,pickup,9.65,0,0
ORD-000000546,CUST-0000112,2025-02-06,app,delivered,971.56,78.15,893.41,installments,standard,15.77,7,0
ORD-000000547,CUST-0000112,2025-10-10,store,delivered,1119.27,85.39,1033.88,pix,pickup,0.0,0,0
ORD-000000548,CUST-0000113,2023-09-29,ecommerce,delivered,1253.3,240.91,1012.39,credit_card,standard,14.68,5,0
ORD-000000549,CUST-0000113,2024-05-04,ecommerce,delivered,420.53,94.21,326.32,credit_card,express,22.41,3,0
ORD-000000550,CUST-0000113,2025-05-23,ecommerce,delivered,893.94,210.51,683.43,wallet,standard,16.24,4,0
ORD-000000551,CUST-0000113,2025-09-28,app,delivered,133.57,32.39,101.18,credit_card,standard,15.87,7,0
ORD-000000552,CUST-0000114,2023-09-27,store,delivered,798.73,92.0,706.73,credit_card,pickup,0.0,0,0
ORD-000000553,CUST-0000114,2023-10-24,app,returned,1483.45,255.7,1227.75,debit_card,express,20.9,4,1
ORD-000000554,CUST-0000114,2024-04-14,ecommerce,delivered,1624.66,63.12,1561.54,wallet,standard,14.3,7,0
ORD-000000555,CUST-0000114,2024-06-24,store,delivered,2805.09,286.13,2518.96,credit_card,pickup,0.0,0,0
ORD-000000556,CUST-0000114,2024-09-30,ecommerce,returned,1033.84,95.67,938.17,credit_card,express,23.64,0,1
ORD-000000557,CUST-0000114,2024-12-09,store,delivered,609.52,0.0,609.52,installments,pickup,0.0,0,0
ORD-000000558,CUST-0000114,2025-01-08,store,delivered,1372.99,206.82,1166.17,credit_card,pickup,0.0,0,0
ORD-000000559,CUST-0000114,2025-02-22,ecommerce,delivered,166.87,0.0,166.87,credit_card,standard,8.02,10,0
ORD-000000560,CUST-0000114,2025-03-30,store,delivered,2028.7,277.86,1750.84,pix,pickup,0.0,0,0
ORD-000000561,CUST-0000114,2025-07-11,app,delivered,498.02,83.2,414.82,credit_card,pickup,0.0,2,0
ORD-000000562,CUST-0000114,2025-08-01,app,delivered,872.41,205.84,666.57,credit_card,standard,15.73,9,0
ORD-000000563,CUST-0000114,2025-11-08,store,returned,1006.22,110.01,896.21,installments,pickup,0.0,0,1
ORD-000000564,CUST-0000115,2023-06-27,app,delivered,714.13,43.02,671.11,wallet,express,9.69,1,0
ORD-000000565,CUST-0000115,2024-03-22,ecommerce,delivered,1143.02,136.98,1006.04,credit_card,express,26.92,4,0
ORD-000000566,CUST-0000115,2024-03-31,ecommerce,delivered,377.88,44.03,333.85,credit_card,pickup,0.0,0,0
ORD-000000567,CUST-0000115,2024-10-31,app,delivered,589.08,39.39,549.69,installments,standard,21.61,7,0
ORD-000000568,CUST-0000115,2024-12-29,ecommerce,delivered,1023.13,29.79,993.34,installments,pickup,0.0,0,0
ORD-000000569,CUST-0000115,2025-04-07,app,returned,364.49,18.33,346.16,credit_card,express,17.75,0,1
ORD-000000570,CUST-0000115,2025-08-02,ecommerce,delivered,328.62,36.49,292.13,installments,express,23.1,2,0
ORD-000000571,CUST-0000115,2025-10-06,app,delivered,834.66,68.97,765.69,pix,express,21.69,1,0
ORD-000000572,CUST-0000115,2025-10-12,app,returned,1637.49,181.13,1456.36,credit_card,pickup,0.04,0,1
ORD-000000573,CUST-0000115,2025-11-21,ecommerce,delivered,972.24,73.83,898.41,credit_card,standard,14.18,6,0
ORD-000000574,CUST-0000115,2025-12-21,app,delivered,1394.35,102.03,1292.32,credit_card,standard,11.5,5,0
ORD-000000575,CUST-0000116,2024-02-24,store,delivered,2021.35,382.07,1639.28,debit_card,pickup,0.0,0,0
ORD-000000576,CUST-0000116,2025-11-22,ecommerce,cancelled,1387.01,192.61,1194.4,credit_card,standard,9.74,7,0
ORD-000000577,CUST-0000117,2024-03-01,app,delivered,1100.05,277.14,822.91,debit_card,pickup,7.61,0,0
ORD-000000578,CUST-0000117,2024-03-31,ecommerce,delivered,1860.75,333.44,1527.31,pix,standard,0.0,7,0
ORD-000000579,CUST-0000117,2024-07-07,ecommerce,delivered,1538.18,327.35,1210.83,credit_card,pickup,0.47,0,0
ORD-000000580,CUST-0000117,2024-10-27,app,delivered,1651.18,390.87,1260.31,credit_card,standard,6.58,6,0
ORD-000000581,CUST-0000117,2025-08-25,ecommerce,delivered,2316.76,502.83,1813.93,credit_card,express,16.69,1,0
ORD-000000582,CUST-0000118,2025-06-29,ecommerce,delivered,171.43,22.86,148.57,installments,standard,9.96,4,0
ORD-000000583,CUST-0000118,2025-08-04,app,delivered,2282.94,195.29,2087.65,debit_card,standard,5.25,4,0
ORD-000000584,CUST-0000118,2025-08-04,ecommerce,delivered,241.5,36.11,205.39,credit_card,standard,10.0,3,0
ORD-000000585,CUST-0000118,2025-10-25,store,delivered,537.47,31.91,505.56,installments,pickup,0.0,0,0
ORD-000000586,CUST-0000118,2025-10-26,ecommerce,delivered,663.37,99.99,563.38,debit_card,standard,2.85,8,0
ORD-000000587,CUST-0000118,2025-11-30,ecommerce,delivered,1924.54,197.46,1727.08,pix,standard,15.62,4,0
ORD-000000588,CUST-0000119,2023-05-18,ecommerce,delivered,358.95,97.72,261.23,credit_card,standard,12.05,7,0
ORD-000000589,CUST-0000119,2024-02-17,app,cancelled,1232.68,119.15,1113.53,credit_card,standard,6.6,10,0
ORD-000000590,CUST-0000119,2025-12-16,app,delivered,1791.84,155.76,1636.08,installments,standard,9.63,7,0
ORD-000000591,CUST-0000120,2024-02-14,app,delivered,1021.51,106.83,914.68,debit_card,standard,15.25,5,0
ORD-000000592,CUST-0000120,2024-09-20,store,delivered,1841.76,241.26,1600.5,wallet,pickup,0.0,0,0
ORD-000000593,CUST-0000120,2024-10-20,app,cancelled,1399.81,163.24,1236.57,credit_card,standard,6.87,6,0
ORD-000000594,CUST-0000120,2025-11-30,store,delivered,1958.28,347.59,1610.69,credit_card,pickup,0.0,0,0
ORD-000000595,CUST-0000121,2025-04-03,app,delivered,1157.1,172.93,984.17,credit_card,standard,13.46,8,0
ORD-000000596,CUST-0000121,2025-04-24,ecommerce,returned,1311.97,98.72,1213.25,credit_card,pickup,5.9,4,1
ORD-000000597,CUST-0000121,2025-11-24,ecommerce,delivered,1862.54,312.83,1549.71,credit_card,express,16.12,1,0
ORD-000000598,CUST-0000122,2025-03-15,ecommerce,delivered,1048.11,64.89,983.22,debit_card,express,26.2,5,0
ORD-000000599,CUST-0000122,2025-06-16,app,delivered,1577.15,188.53,1388.62,debit_card,standard,13.96,7,0
ORD-000000600,CUST-0000122,2025-07-04,store,returned,2369.76,315.9,2053.86,installments,pickup,0.0,0,1
ORD-000000601,CUST-0000122,2025-08-18,app,delivered,2107.68,300.68,1807.0,installments,express,17.14,3,0
ORD-000000602,CUST-0000122,2025-12-05,app,returned,1899.21,156.26,1742.95,credit_card,express,20.3,2,1
ORD-000000603,CUST-0000123,2024-07-02,app,delivered,774.4,106.81,667.59,credit_card,express,20.78,1,0
ORD-000000604,CUST-0000123,2024-07-13,app,delivered,482.54,2.18,480.36,credit_card,standard,8.72,8,0
ORD-000000605,CUST-0000123,2024-11-18,app,returned,932.4,57.23,875.17,credit_card,standard,0.0,8,1
ORD-000000606,CUST-0000123,2024-11-27,app,delivered,481.83,44.81,437.02,credit_card,standard,13.65,8,0
ORD-000000607,CUST-0000123,2025-02-16,app,returned,1160.48,15.22,1145.26,installments,standard,11.81,6,1
ORD-000000608,CUST-0000123,2025-02-21,app,delivered,989.06,123.17,865.89,debit_card,standard,14.43,7,0
ORD-000000609,CUST-0000123,2025-12-02,store,delivered,1271.22,94.31,1176.91,credit_card,pickup,0.0,0,0
ORD-000000610,CUST-0000124,2023-06-28,app,returned,1449.04,155.17,1293.87,installments,standard,11.96,8,1
ORD-000000611,CUST-0000124,2023-10-31,app,delivered,773.06,85.56,687.5,credit_card,standard,10.82,3,0
ORD-000000612,CUST-0000124,2024-12-22,app,delivered,511.75,39.67,472.08,debit_card,pickup,4.07,4,0
ORD-000000613,CUST-0000124,2025-06-11,app,delivered,1727.52,116.8,1610.72,debit_card,standard,18.29,8,0
ORD-000000614,CUST-0000124,2025-06-15,app,cancelled,945.16,181.95,763.21,installments,express,21.25,4,0
ORD-000000615,CUST-0000124,2025-08-24,store,delivered,897.92,146.87,751.05,credit_card,pickup,0.0,0,0
ORD-000000616,CUST-0000124,2025-12-03,ecommerce,delivered,1848.23,178.6,1669.63,pix,pickup,0.0,0,0
ORD-000000617,CUST-0000125,2024-11-14,app,delivered,719.96,56.44,663.52,debit_card,standard,13.71,6,0
ORD-000000618,CUST-0000125,2024-12-05,app,delivered,1250.25,64.77,1185.48,installments,pickup,1.41,0,0
ORD-000000619,CUST-0000125,2025-02-04,ecommerce,cancelled,603.16,12.43,590.73,credit_card,standard,7.0,4,0
ORD-000000620,CUST-0000125,2025-03-12,ecommerce,delivered,737.54,16.84,720.7,credit_card,standard,12.28,9,0
ORD-000000621,CUST-0000125,2025-04-16,app,delivered,288.91,34.22,254.69,credit_card,standard,11.65,4,0
ORD-000000622,CUST-0000125,2025-08-27,app,delivered,499.38,46.6,452.78,credit_card,standard,10.04,7,0
ORD-000000623,CUST-0000125,2025-11-26,app,delivered,1251.96,131.26,1120.7,credit_card,standard,11.48,2,0
ORD-000000624,CUST-0000126,2025-06-25,ecommerce,cancelled,2763.17,450.1,2313.07,debit_card,pickup,0.0,0,0
ORD-000000625,CUST-0000126,2025-07-06,app,cancelled,1478.91,452.8,1026.11,credit_card,pickup,0.0,0,0
ORD-000000626,CUST-0000126,2025-07-15,app,delivered,174.56,63.84,110.72,credit_card,standard,14.77,2,0
ORD-000000627,CUST-0000126,2025-07-18,app,delivered,1109.8,267.09,842.71,installments,pickup,7.3,1,0
ORD-000000628,CUST-0000126,2025-07-21,ecommerce,returned,1708.51,297.52,1410.99,wallet,standard,6.32,3,1
ORD-000000629,CUST-0000126,2025-08-28,ecommerce,delivered,313.08,102.03,211.05,installments,standard,10.02,8,0
ORD-000000630,CUST-0000127,2023-05-30,store,delivered,158.86,4.77,154.09,credit_card,pickup,0.0,0,0
ORD-000000631,CUST-0000127,2023-07-21,app,delivered,491.09,37.9,453.19,credit_card,express,17.36,4,0
ORD-000000632,CUST-0000127,2023-10-27,store,delivered,904.8,116.05,788.75,credit_card,pickup,0.0,0,0
ORD-000000633,CUST-0000127,2023-11-24,ecommerce,delivered,499.3,63.26,436.04,credit_card,standard,18.41,9,0
ORD-000000634,CUST-0000127,2025-07-19,app,delivered,435.63,30.76,404.87,installments,express,11.93,3,0
ORD-000000635,CUST-0000128,2024-09-14,ecommerce,cancelled,762.54,87.57,674.97,installments,express,26.69,3,0
ORD-000000636,CUST-0000128,2025-04-05,app,returned,499.63,78.63,421.0,credit_card,pickup,1.36,0,1
ORD-000000637,CUST-0000128,2025-07-27,store,delivered,161.55,34.57,126.98,debit_card,pickup,0.0,0,0
ORD-000000638,CUST-0000128,2025-08-23,store,delivered,1036.08,141.22,894.86,debit_card,pickup,0.0,0,0
ORD-000000639,CUST-0000128,2025-09-23,store,delivered,1575.8,208.79,1367.01,installments,pickup,0.0,0,0
ORD-000000640,CUST-0000128,2025-11-16,app,delivered,548.21,72.82,475.39,installments,standard,8.29,7,0
ORD-000000641,CUST-0000129,2024-01-13,app,delivered,949.51,84.36,865.15,credit_card,express,12.49,5,0
ORD-000000642,CUST-0000129,2024-06-04,store,delivered,761.86,54.19,707.67,debit_card,pickup,0.0,0,0
ORD-000000643,CUST-0000129,2024-11-21,store,delivered,398.14,45.56,352.58,credit_card,pickup,0.0,0,0
ORD-000000644,CUST-0000129,2024-12-18,ecommerce,delivered,743.42,45.06,698.36,credit_card,pickup,12.33,0,0
ORD-000000645,CUST-0000129,2025-06-09,store,delivered,342.18,25.21,316.97,credit_card,pickup,0.0,0,0
ORD-000000646,CUST-0000129,2025-07-25,app,delivered,771.3,79.29,692.01,credit_card,express,17.09,5,0
ORD-000000647,CUST-0000129,2025-08-28,ecommerce,delivered,766.62,59.85,706.77,installments,standard,14.63,8,0
ORD-000000648,CUST-0000129,2025-11-30,ecommerce,delivered,161.63,12.3,149.33,credit_card,standard,14.59,2,0
ORD-000000649,CUST-0000130,2024-02-15,app,delivered,1870.15,218.73,1651.42,credit_card,pickup,0.56,0,0
ORD-000000650,CUST-0000130,2024-04-17,app,delivered,485.08,69.68,415.4,credit_card,standard,8.3,6,0
ORD-000000651,CUST-0000130,2024-09-06,app,delivered,309.85,37.85,272.0,credit_card,pickup,0.0,0,0
ORD-000000652,CUST-0000130,2024-10-19,ecommerce,delivered,368.69,69.33,299.36,credit_card,standard,11.02,6,0
ORD-000000653,CUST-0000130,2025-01-30,app,delivered,2882.68,279.05,2603.63,credit_card,express,20.06,2,0
ORD-000000654,CUST-0000130,2025-10-21,ecommerce,delivered,354.23,39.38,314.85,credit_card,standard,14.34,3,0
ORD-000000655,CUST-0000131,2023-08-25,app,delivered,1236.4,71.72,1164.68,credit_card,standard,9.14,7,0
ORD-000000656,CUST-0000131,2024-01-08,app,delivered,243.4,0.0,243.4,credit_card,express,22.01,2,0
ORD-000000657,CUST-0000131,2024-06-09,ecommerce,delivered,991.26,13.18,978.08,pix,standard,13.29,2,0
ORD-000000658,CUST-0000131,2024-06-17,ecommerce,delivered,820.85,58.24,762.61,credit_card,standard,13.51,6,0
ORD-000000659,CUST-0000131,2024-10-02,app,delivered,1670.48,66.61,1603.87,credit_card,standard,18.0,4,0
ORD-000000660,CUST-0000131,2025-02-16,ecommerce,delivered,772.78,69.22,703.56,credit_card,standard,13.2,9,0
ORD-000000661,CUST-0000131,2025-03-17,ecommerce,delivered,1132.85,105.47,1027.38,credit_card,standard,8.66,6,0
ORD-000000662,CUST-0000131,2025-05-31,app,delivered,813.96,53.53,760.43,installments,express,16.18,4,0
ORD-000000663,CUST-0000131,2025-07-24,app,delivered,130.55,6.17,124.38,debit_card,express,21.35,3,0
ORD-000000664,CUST-0000131,2025-10-06,ecommerce,delivered,1184.46,35.02,1149.44,installments,standard,16.43,6,0
ORD-000000665,CUST-0000131,2025-11-11,ecommerce,cancelled,942.11,59.27,882.84,installments,pickup,4.37,0,0
ORD-000000666,CUST-0000132,2025-07-07,store,delivered,775.66,108.02,667.64,credit_card,pickup,0.0,0,1
ORD-000000667,CUST-0000133,2025-01-22,app,delivered,1304.77,90.78,1213.99,credit_card,standard,15.73,5,0
ORD-000000668,CUST-0000133,2025-02-03,app,delivered,809.5,78.51,730.99,debit_card,express,7.25,5,0
ORD-000000669,CUST-0000133,2025-05-20,store,delivered,210.96,39.11,171.85,pix,pickup,0.0,0,0
ORD-000000670,CUST-0000133,2025-11-04,ecommerce,delivered,957.07,90.19,866.88,credit_card,standard,20.01,6,0
ORD-000000671,CUST-0000134,2025-02-24,ecommerce,delivered,1632.88,178.51,1454.37,debit_card,standard,5.08,4,0
ORD-000000672,CUST-0000134,2025-10-26,store,delivered,451.46,62.03,389.43,credit_card,pickup,0.0,0,0
ORD-000000673,CUST-0000135,2024-12-22,ecommerce,delivered,886.02,105.92,780.1,credit_card,standard,10.86,2,0
ORD-000000674,CUST-0000135,2025-01-07,app,delivered,1407.0,147.93,1259.07,credit_card,standard,15.56,5,0
ORD-000000675,CUST-0000135,2025-01-08,ecommerce,cancelled,482.14,99.18,382.96,debit_card,express,24.02,3,0
ORD-000000676,CUST-0000135,2025-06-27,app,delivered,550.62,37.64,512.98,pix,standard,12.02,1,0
ORD-000000677,CUST-0000135,2025-07-04,ecommerce,cancelled,195.06,25.03,170.03,credit_card,standard,15.91,6,0
ORD-000000678,CUST-0000135,2025-11-09,ecommerce,delivered,1457.74,160.63,1297.11,debit_card,pickup,0.0,1,0
ORD-000000679,CUST-0000136,2023-11-29,ecommerce,delivered,746.44,80.6,665.84,debit_card,standard,17.92,3,0
ORD-000000680,CUST-0000136,2024-06-21,app,delivered,705.8,48.25,657.55,debit_card,standard,1.4,3,0
ORD-000000681,CUST-0000136,2024-07-09,app,delivered,972.88,59.84,913.04,wallet,standard,14.67,5,0
ORD-000000682,CUST-0000136,2024-08-23,store,delivered,1306.63,110.69,1195.94,credit_card,pickup,0.0,0,0
ORD-000000683,CUST-0000136,2025-11-14,ecommerce,delivered,1529.13,123.93,1405.2,credit_card,express,22.54,1,0
ORD-000000684,CUST-0000137,2025-02-22,ecommerce,returned,774.18,141.49,632.69,debit_card,pickup,0.0,1,1
ORD-000000685,CUST-0000137,2025-06-08,ecommerce,delivered,784.3,64.02,720.28,credit_card,standard,11.89,8,0
ORD-000000686,CUST-0000138,2023-12-02,store,delivered,708.71,122.17,586.54,credit_card,pickup,0.0,0,0
ORD-000000687,CUST-0000138,2024-02-25,app,delivered,214.03,31.28,182.75,wallet,standard,8.22,7,0
ORD-000000688,CUST-0000138,2024-04-04,app,delivered,2044.43,254.32,1790.11,credit_card,pickup,6.19,0,0
ORD-000000689,CUST-0000138,2025-01-08,app,delivered,1217.81,197.35,1020.46,installments,standard,11.71,5,0
ORD-000000690,CUST-0000138,2025-05-05,ecommerce,returned,1868.44,66.73,1801.71,installments,standard,7.01,7,1
ORD-000000691,CUST-0000138,2025-12-30,app,delivered,1278.39,118.15,1160.24,credit_card,express,9.82,2,0
ORD-000000692,CUST-0000139,2025-01-20,app,delivered,1338.35,138.84,1199.51,credit_card,pickup,4.86,0,0
ORD-000000693,CUST-0000139,2025-11-15,store,delivered,917.07,102.43,814.64,installments,pickup,0.0,0,0
ORD-000000694,CUST-0000140,2023-09-18,app,delivered,768.95,60.52,708.43,wallet,standard,24.96,3,0
ORD-000000695,CUST-0000140,2025-01-04,app,returned,1911.4,143.31,1768.09,debit_card,standard,14.34,7,1
ORD-000000696,CUST-0000140,2025-02-19,app,cancelled,150.52,21.19,129.33,credit_card,express,18.13,0,0
ORD-000000697,CUST-0000140,2025-04-06,store,delivered,922.32,46.0,876.32,credit_card,pickup,0.0,0,0
ORD-000000698,CUST-0000140,2025-12-02,ecommerce,delivered,290.62,6.48,284.14,credit_card,standard,4.23,6,0
ORD-000000699,CUST-0000141,2024-09-21,app,cancelled,2400.68,411.17,1989.51,pix,express,22.79,6,0
ORD-000000700,CUST-0000141,2024-10-29,ecommerce,delivered,1852.18,306.66,1545.52,installments,express,20.85,1,0
ORD-000000701,CUST-0000141,2025-02-01,app,delivered,2157.12,178.04,1979.08,debit_card,pickup,0.0,0,0
ORD-000000702,CUST-0000141,2025-03-16,ecommerce,cancelled,1956.33,253.75,1702.58,installments,standard,12.76,5,0
ORD-000000703,CUST-0000141,2025-11-11,app,delivered,253.72,18.75,234.97,credit_card,pickup,0.0,0,0
ORD-000000704,CUST-0000142,2023-12-16,app,delivered,1814.62,346.82,1467.8,pix,standard,11.32,5,0
