interaction_id,customer_id,interaction_date,channel,interaction_type,response_flag,conversion_flag,campaign_id,message_theme
INT-000001128,CUST-0000098,2023-06-04,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001129,CUST-0000098,2024-08-10,email,loyalty,0,0,CAMP-000011,early_access
INT-000001130,CUST-0000098,2023-09-25,push,upsell,0,0,CAMP-000010,discount
INT-000001131,CUST-0000099,2024-08-08,email,loyalty,0,0,CAMP-000011,early_access
INT-000001132,CUST-0000099,2024-10-01,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001133,CUST-0000099,2024-05-03,remarketing,retention,1,0,CAMP-000004,early_access
INT-000001134,CUST-0000099,2025-05-31,email,cross_sell,0,0,CAMP-000012,discount
INT-000001135,CUST-0000099,2025-10-05,sms,upsell,0,0,CAMP-000017,discount
INT-000001136,CUST-0000099,2023-10-02,push,upsell,0,0,CAMP-000008,bundle
INT-000001137,CUST-0000099,2023-03-14,sms,loyalty,1,0,CAMP-000009,early_access
INT-000001138,CUST-0000099,2025-09-04,email,retention,1,0,CAMP-000001,exclusive_access
INT-000001139,CUST-0000099,2023-05-18,email,cross_sell,1,0,CAMP-000003,early_access
INT-000001140,CUST-0000099,2023-06-03,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001141,CUST-0000099,2023-09-17,email,conversion,0,0,CAMP-000006,bundle
INT-000001142,CUST-0000099,2024-04-21,sms,loyalty,1,0,CAMP-000020,exclusive_access
INT-000001143,CUST-0000099,2023-01-15,push,reactivation,1,0,CAMP-000019,bundle
INT-000001144,CUST-0000099,2024-01-28,in_app,conversion,0,0,CAMP-000015,discount
INT-000001145,CUST-0000100,2025-05-31,email,cross_sell,0,0,CAMP-000012,discount
INT-000001146,CUST-0000100,2024-01-31,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000001147,CUST-0000100,2023-06-04,sms,retention,1,0,CAMP-000007,free_shipping
INT-000001148,CUST-0000100,2023-03-16,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001149,CUST-0000100,2024-08-07,email,loyalty,1,0,CAMP-000011,early_access
INT-000001150,CUST-0000100,2024-10-03,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001151,CUST-0000101,2025-10-04,sms,upsell,0,0,CAMP-000017,discount
INT-000001152,CUST-0000101,2023-10-02,push,upsell,0,0,CAMP-000008,bundle
INT-000001153,CUST-0000101,2023-09-25,push,upsell,0,0,CAMP-000010,discount
INT-000001154,CUST-0000101,2023-05-19,email,cross_sell,0,0,CAMP-000003,early_access
INT-000001155,CUST-0000101,2024-10-02,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001156,CUST-0000101,2024-05-02,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001157,CUST-0000101,2023-09-16,email,conversion,0,0,CAMP-000006,bundle
INT-000001158,CUST-0000102,2024-01-28,in_app,conversion,0,0,CAMP-000015,discount
INT-000001159,CUST-0000102,2023-01-14,push,reactivation,0,0,CAMP-000019,bundle
INT-000001160,CUST-0000102,2023-06-03,sms,retention,1,0,CAMP-000007,free_shipping
INT-000001161,CUST-0000102,2023-09-30,push,upsell,0,0,CAMP-000008,bundle
INT-000001162,CUST-0000102,2025-10-22,push,cross_sell,0,0,CAMP-000016,early_access
INT-000001163,CUST-0000102,2025-01-07,email,retention,1,0,CAMP-000014,discount
INT-000001164,CUST-0000102,2023-05-20,email,cross_sell,0,0,CAMP-000003,early_access
INT-000001165,CUST-0000102,2023-09-26,push,upsell,0,0,CAMP-000010,discount
INT-000001166,CUST-0000102,2025-08-14,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001167,CUST-0000102,2025-10-04,sms,upsell,0,0,CAMP-000017,discount
INT-000001168,CUST-0000103,2024-01-28,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000001169,CUST-0000103,2025-10-07,sms,upsell,1,0,CAMP-000017,discount
INT-000001170,CUST-0000103,2024-08-10,email,loyalty,0,0,CAMP-000011,early_access
INT-000001171,CUST-0000103,2025-05-28,email,cross_sell,0,0,CAMP-000012,discount
INT-000001172,CUST-0000103,2023-05-19,email,cross_sell,0,0,CAMP-000003,early_access
INT-000001173,CUST-0000103,2023-01-14,push,reactivation,0,0,CAMP-000019,bundle
INT-000001174,CUST-0000103,2025-01-08,email,retention,0,0,CAMP-000014,discount
INT-000001175,CUST-0000103,2025-08-14,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001176,CUST-0000103,2023-10-02,push,upsell,0,0,CAMP-000008,bundle
INT-000001177,CUST-0000103,2025-10-20,push,cross_sell,0,0,CAMP-000016,early_access
INT-000001178,CUST-0000103,2024-01-26,in_app,conversion,0,0,CAMP-000015,discount
INT-000001179,CUST-0000103,2023-09-17,email,conversion,0,0,CAMP-000006,bundle
INT-000001180,CUST-0000104,2023-09-16,email,conversion,0,0,CAMP-000006,bundle
INT-000001181,CUST-0000104,2025-05-30,email,cross_sell,0,0,CAMP-000012,discount
INT-000001182,CUST-0000104,2025-10-04,sms,upsell,0,0,CAMP-000017,discount
INT-000001183,CUST-0000104,2023-09-23,push,upsell,0,0,CAMP-000010,discount
INT-000001184,CUST-0000104,2023-06-02,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001185,CUST-0000104,2025-10-23,push,cross_sell,0,0,CAMP-000016,early_access
INT-000001186,CUST-0000104,2024-09-23,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000001187,CUST-0000104,2025-09-04,email,retention,1,0,CAMP-000001,exclusive_access
INT-000001188,CUST-0000104,2024-05-02,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001189,CUST-0000104,2025-08-17,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001190,CUST-0000104,2024-10-02,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001191,CUST-0000105,2024-01-28,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000001192,CUST-0000105,2023-03-17,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001193,CUST-0000105,2023-05-19,email,cross_sell,0,0,CAMP-000003,early_access
INT-000001194,CUST-0000105,2025-05-29,email,cross_sell,0,0,CAMP-000012,discount
INT-000001195,CUST-0000105,2024-04-23,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000001196,CUST-0000106,2023-06-04,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001197,CUST-0000106,2024-10-01,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001198,CUST-0000106,2025-05-28,email,cross_sell,0,0,CAMP-000012,discount
INT-000001199,CUST-0000106,2024-09-25,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000001200,CUST-0000106,2023-09-26,push,upsell,0,0,CAMP-000010,discount
INT-000001201,CUST-0000106,2023-03-17,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001202,CUST-0000106,2025-01-09,email,retention,0,0,CAMP-000014,discount
INT-000001203,CUST-0000106,2023-01-13,push,reactivation,1,0,CAMP-000019,bundle
INT-000001204,CUST-0000106,2023-10-01,push,upsell,0,0,CAMP-000008,bundle
INT-000001205,CUST-0000107,2024-05-03,remarketing,retention,1,0,CAMP-000004,early_access
INT-000001206,CUST-0000107,2025-05-29,email,cross_sell,0,0,CAMP-000012,discount
INT-000001207,CUST-0000107,2023-03-14,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001208,CUST-0000107,2025-10-23,push,cross_sell,0,0,CAMP-000016,early_access
INT-000001209,CUST-0000107,2023-01-15,push,reactivation,0,0,CAMP-000019,bundle
INT-000001210,CUST-0000107,2024-10-03,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001211,CUST-0000107,2023-06-03,sms,retention,1,0,CAMP-000007,free_shipping
INT-000001212,CUST-0000107,2024-04-23,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000001213,CUST-0000107,2023-09-17,email,conversion,0,0,CAMP-000006,bundle
INT-000001214,CUST-0000107,2023-09-24,push,upsell,0,0,CAMP-000010,discount
INT-000001215,CUST-0000107,2025-08-15,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001216,CUST-0000108,2024-01-28,in_app,conversion,0,0,CAMP-000015,discount
INT-000001217,CUST-0000108,2024-04-21,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000001218,CUST-0000108,2025-01-07,email,retention,1,0,CAMP-000014,discount
INT-000001219,CUST-0000108,2024-05-03,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001220,CUST-0000108,2023-03-15,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001221,CUST-0000109,2023-05-20,email,cross_sell,0,0,CAMP-000003,early_access
INT-000001222,CUST-0000109,2023-01-13,push,reactivation,0,0,CAMP-000019,bundle
INT-000001223,CUST-0000109,2025-10-22,push,cross_sell,0,0,CAMP-000016,early_access
INT-000001224,CUST-0000109,2025-01-09,email,retention,0,0,CAMP-000014,discount
INT-000001225,CUST-0000109,2023-10-01,push,upsell,0,0,CAMP-000008,bundle
INT-000001226,CUST-0000109,2025-08-15,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001227,CUST-0000109,2025-10-06,sms,upsell,0,0,CAMP-000017,discount
INT-000001228,CUST-0000109,2024-01-26,in_app,conversion,0,0,CAMP-000015,discount
INT-000001229,CUST-0000109,2024-04-22,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000001230,CUST-0000109,2025-09-04,email,retention,1,0,CAMP-000001,exclusive_access
INT-000001231,CUST-0000109,2023-09-14,email,conversion,0,0,CAMP-000006,bundle
INT-000001232,CUST-0000109,2023-09-25,push,upsell,0,0,CAMP-000010,discount
INT-000001233,CUST-0000109,2023-06-03,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001234,CUST-0000110,2024-10-02,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001235,CUST-0000110,2025-09-05,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001236,CUST-0000110,2025-08-15,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001237,CUST-0000110,2025-01-09,email,retention,0,0,CAMP-000014,discount
INT-000001238,CUST-0000110,2025-10-21,push,cross_sell,0,0,CAMP-000016,early_access
INT-000001239,CUST-0000110,2024-08-10,email,loyalty,0,0,CAMP-000011,early_access
INT-000001240,CUST-0000110,2023-05-20,email,cross_sell,0,0,CAMP-000003,early_access
INT-000001241,CUST-0000110,2023-09-23,push,upsell,0,0,CAMP-000010,discount
INT-000001242,CUST-0000110,2024-01-26,in_app,conversion,0,0,CAMP-000015,discount
INT-000001243,CUST-0000110,2023-09-16,email,conversion,0,0,CAMP-000006,bundle
INT-000001244,CUST-0000110,2025-05-29,email,cross_sell,0,0,CAMP-000012,discount
INT-000001245,CUST-0000110,2024-05-02,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001246,CUST-0000110,2023-03-17,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001247,CUST-0000111,2024-08-08,email,loyalty,0,0,CAMP-000011,early_access
INT-000001248,CUST-0000111,2023-06-02,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001249,CUST-0000111,2025-08-16,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001250,CUST-0000111,2023-03-15,sms,loyalty,1,0,CAMP-000009,early_access
INT-000001251,CUST-0000111,2024-01-28,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000001252,CUST-0000111,2024-04-22,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000001253,CUST-0000111,2025-01-09,email,retention,0,0,CAMP-000014,discount
INT-000001254,CUST-0000111,2023-05-17,email,cross_sell,1,0,CAMP-000003,early_access
INT-000001255,CUST-0000111,2024-10-03,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001256,CUST-0000111,2023-10-03,push,upsell,0,0,CAMP-000008,bundle
INT-000001257,CUST-0000111,2023-01-15,push,reactivation,0,0,CAMP-000019,bundle
INT-000001258,CUST-0000111,2023-09-24,push,upsell,0,0,CAMP-000010,discount
INT-000001259,CUST-0000111,2023-09-15,email,conversion,0,0,CAMP-000006,bundle
INT-000001260,CUST-0000111,2025-05-29,email,cross_sell,0,0,CAMP-000012,discount
INT-000001261,CUST-0000111,2024-05-03,remarketing,retention,1,0,CAMP-000004,early_access
INT-000001262,CUST-0000111,2024-01-27,in_app,conversion,1,0,CAMP-000015,discount
INT-000001263,CUST-0000111,2025-10-22,push,cross_sell,1,0,CAMP-000016,early_access
INT-000001264,CUST-0000111,2025-09-03,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001265,CUST-0000111,2025-10-05,sms,upsell,0,0,CAMP-000017,discount
INT-000001266,CUST-0000112,2023-10-02,push,upsell,0,0,CAMP-000008,bundle
INT-000001267,CUST-0000112,2025-01-07,email,retention,0,0,CAMP-000014,discount
INT-000001268,CUST-0000112,2024-01-26,in_app,conversion,0,0,CAMP-000015,discount
INT-000001269,CUST-0000112,2023-09-16,email,conversion,0,0,CAMP-000006,bundle
INT-000001270,CUST-0000112,2023-05-18,email,cross_sell,1,0,CAMP-000003,early_access
INT-000001271,CUST-0000112,2023-01-12,push,reactivation,0,0,CAMP-000019,bundle
INT-000001272,CUST-0000112,2024-05-03,remarketing,retention,1,0,CAMP-000004,early_access
INT-000001273,CUST-0000112,2025-05-30,email,cross_sell,0,0,CAMP-000012,discount
INT-000001274,CUST-0000112,2025-10-04,sms,upsell,0,0,CAMP-000017,discount
INT-000001275,CUST-0000112,2023-06-04,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001276,CUST-0000112,2024-08-10,email,loyalty,0,0,CAMP-000011,early_access
INT-000001277,CUST-0000113,2024-01-29,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000001278,CUST-0000113,2024-10-02,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001279,CUST-0000113,2024-08-07,email,loyalty,0,0,CAMP-000011,early_access
INT-000001280,CUST-0000113,2023-05-19,email,cross_sell,0,0,CAMP-000003,early_access
INT-000001281,CUST-0000113,2025-09-05,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001282,CUST-0000113,2023-01-13,push,reactivation,0,0,CAMP-000019,bundle
INT-000001283,CUST-0000113,2024-05-02,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001284,CUST-0000114,2024-10-02,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001285,CUST-0000114,2023-09-17,email,conversion,0,0,CAMP-000006,bundle
INT-000001286,CUST-0000114,2023-06-02,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001287,CUST-0000114,2023-09-23,push,upsell,0,0,CAMP-000010,discount
INT-000001288,CUST-0000114,2024-05-04,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001289,CUST-0000114,2025-10-07,sms,upsell,0,0,CAMP-000017,discount
INT-000001290,CUST-0000114,2024-01-28,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000001291,CUST-0000114,2024-09-23,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000001292,CUST-0000114,2025-05-28,email,cross_sell,0,0,CAMP-000012,discount
INT-000001293,CUST-0000114,2024-08-07,email,loyalty,0,0,CAMP-000011,early_access
INT-000001294,CUST-0000114,2025-09-05,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001295,CUST-0000114,2023-03-17,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001296,CUST-0000114,2023-01-12,push,reactivation,1,0,CAMP-000019,bundle
INT-000001297,CUST-0000114,2023-05-19,email,cross_sell,0,0,CAMP-000003,early_access
INT-000001298,CUST-0000114,2024-04-23,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000001299,CUST-0000114,2025-10-20,push,cross_sell,0,0,CAMP-000016,early_access
INT-000001300,CUST-0000115,2023-05-20,email,cross_sell,1,1,CAMP-000003,early_access
INT-000001301,CUST-0000115,2024-01-28,in_app,conversion,0,0,CAMP-000015,discount
INT-000001302,CUST-0000115,2023-10-03,push,upsell,1,0,CAMP-000008,bundle
INT-000001303,CUST-0000115,2024-01-29,email,loyalty,1,0,CAMP-000018,exclusive_access
INT-000001304,CUST-0000115,2025-08-14,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001305,CUST-0000115,2024-10-02,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001306,CUST-0000115,2025-09-05,email,retention,1,0,CAMP-000001,exclusive_access
INT-000001307,CUST-0000115,2024-04-21,sms,loyalty,1,0,CAMP-000020,exclusive_access
INT-000001308,CUST-0000115,2025-01-10,email,retention,1,1,CAMP-000014,discount
INT-000001309,CUST-0000115,2025-10-20,push,cross_sell,1,1,CAMP-000016,early_access
INT-000001310,CUST-0000115,2023-01-13,push,reactivation,0,0,CAMP-000019,bundle
INT-000001311,CUST-0000115,2024-05-02,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001312,CUST-0000116,2023-09-15,email,conversion,0,0,CAMP-000006,bundle
INT-000001313,CUST-0000116,2024-01-28,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000001314,CUST-0000116,2025-01-09,email,retention,0,0,CAMP-000014,discount
INT-000001315,CUST-0000116,2024-10-03,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001316,CUST-0000116,2024-05-01,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001317,CUST-0000116,2023-01-13,push,reactivation,1,0,CAMP-000019,bundle
INT-000001318,CUST-0000116,2025-10-23,push,cross_sell,0,0,CAMP-000016,early_access
INT-000001319,CUST-0000116,2024-04-20,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000001320,CUST-0000116,2023-09-30,push,upsell,0,0,CAMP-000008,bundle
INT-000001321,CUST-0000116,2025-10-05,sms,upsell,0,0,CAMP-000017,discount
INT-000001322,CUST-0000116,2023-09-26,push,upsell,1,0,CAMP-000010,discount
INT-000001323,CUST-0000117,2023-01-14,push,reactivation,0,0,CAMP-000019,bundle
INT-000001324,CUST-0000117,2023-06-02,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001325,CUST-0000117,2025-10-04,sms,upsell,0,0,CAMP-000017,discount
INT-000001326,CUST-0000117,2025-01-07,email,retention,0,0,CAMP-000014,discount
INT-000001327,CUST-0000117,2024-01-29,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000001328,CUST-0000117,2024-04-22,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000001329,CUST-0000117,2023-03-15,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001330,CUST-0000118,2024-01-30,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000001331,CUST-0000118,2025-05-31,email,cross_sell,0,0,CAMP-000012,discount
INT-000001332,CUST-0000118,2024-01-27,in_app,conversion,0,0,CAMP-000015,discount
INT-000001333,CUST-0000119,2024-04-20,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000001334,CUST-0000119,2025-09-03,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001335,CUST-0000119,2024-08-09,email,loyalty,0,0,CAMP-000011,early_access
INT-000001336,CUST-0000119,2023-03-15,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001337,CUST-0000119,2023-05-19,email,cross_sell,1,0,CAMP-000003,early_access
INT-000001338,CUST-0000119,2023-01-12,push,reactivation,0,0,CAMP-000019,bundle
INT-000001339,CUST-0000119,2024-05-01,remarketing,retention,1,0,CAMP-000004,early_access
INT-000001340,CUST-0000119,2023-09-24,push,upsell,0,0,CAMP-000010,discount
INT-000001341,CUST-0000120,2024-05-02,remarketing,retention,1,0,CAMP-000004,early_access
INT-000001342,CUST-0000120,2023-05-19,email,cross_sell,1,0,CAMP-000003,early_access
INT-000001343,CUST-0000120,2023-09-25,push,upsell,1,0,CAMP-000010,discount
INT-000001344,CUST-0000120,2025-10-04,sms,upsell,0,0,CAMP-000017,discount
INT-000001345,CUST-0000120,2024-04-23,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000001346,CUST-0000120,2023-09-17,email,conversion,0,0,CAMP-000006,bundle
INT-000001347,CUST-0000121,2024-08-10,email,loyalty,1,0,CAMP-000011,early_access
INT-000001348,CUST-0000121,2023-06-04,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001349,CUST-0000121,2023-09-23,push,upsell,0,0,CAMP-000010,discount
INT-000001350,CUST-0000121,2023-09-17,email,conversion,0,0,CAMP-000006,bundle
INT-000001351,CUST-0000121,2024-09-24,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000001352,CUST-0000121,2023-05-17,email,cross_sell,0,0,CAMP-000003,early_access
INT-000001353,CUST-0000121,2024-01-29,email,loyalty,1,0,CAMP-000018,exclusive_access
INT-000001354,CUST-0000121,2023-03-15,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001355,CUST-0000121,2023-10-02,push,upsell,0,0,CAMP-000008,bundle
INT-000001356,CUST-0000121,2025-10-04,sms,upsell,0,0,CAMP-000017,discount
INT-000001357,CUST-0000122,2024-08-09,email,loyalty,1,0,CAMP-000011,early_access
INT-000001358,CUST-0000122,2023-05-18,email,cross_sell,0,0,CAMP-000003,early_access
INT-000001359,CUST-0000122,2023-06-01,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001360,CUST-0000122,2023-09-17,email,conversion,0,0,CAMP-000006,bundle
INT-000001361,CUST-0000122,2024-10-02,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001362,CUST-0000122,2025-08-15,push,cross_sell,1,0,CAMP-000013,cashback
INT-000001363,CUST-0000122,2025-01-10,email,retention,0,0,CAMP-000014,discount
INT-000001364,CUST-0000122,2024-05-03,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001365,CUST-0000122,2024-04-20,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000001366,CUST-0000122,2025-05-31,email,cross_sell,1,0,CAMP-000012,discount
INT-000001367,CUST-0000122,2023-10-02,push,upsell,1,0,CAMP-000008,bundle
INT-000001368,CUST-0000122,2023-09-23,push,upsell,0,0,CAMP-000010,discount
INT-000001369,CUST-0000122,2024-01-28,in_app,conversion,0,0,CAMP-000015,discount
INT-000001370,CUST-0000122,2025-09-04,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001371,CUST-0000122,2023-01-14,push,reactivation,0,0,CAMP-000019,bundle
INT-000001372,CUST-0000122,2025-10-20,push,cross_sell,0,0,CAMP-000016,early_access
INT-000001373,CUST-0000122,2024-09-23,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000001374,CUST-0000123,2023-05-17,email,cross_sell,1,0,CAMP-000003,early_access
INT-000001375,CUST-0000123,2025-10-21,push,cross_sell,1,0,CAMP-000016,early_access
INT-000001376,CUST-0000123,2023-01-13,push,reactivation,1,0,CAMP-000019,bundle
INT-000001377,CUST-0000123,2024-01-30,email,loyalty,1,0,CAMP-000018,exclusive_access
INT-000001378,CUST-0000123,2024-05-01,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001379,CUST-0000123,2025-01-08,email,retention,0,0,CAMP-000014,discount
INT-000001380,CUST-0000123,2024-04-20,sms,loyalty,1,0,CAMP-000020,exclusive_access
INT-000001381,CUST-0000123,2023-10-02,push,upsell,0,0,CAMP-000008,bundle
INT-000001382,CUST-0000123,2025-10-05,sms,upsell,0,0,CAMP-000017,discount
INT-000001383,CUST-0000123,2024-09-30,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001384,CUST-0000123,2023-03-16,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001385,CUST-0000123,2024-01-26,in_app,conversion,0,0,CAMP-000015,discount
INT-000001386,CUST-0000124,2025-10-20,push,cross_sell,1,0,CAMP-000016,early_access
INT-000001387,CUST-0000124,2024-05-02,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001388,CUST-0000124,2025-05-30,email,cross_sell,1,0,CAMP-000012,discount
INT-000001389,CUST-0000124,2024-08-07,email,loyalty,1,0,CAMP-000011,early_access
INT-000001390,CUST-0000124,2023-05-20,email,cross_sell,0,0,CAMP-000003,early_access
INT-000001391,CUST-0000124,2023-09-30,push,upsell,1,0,CAMP-000008,bundle
INT-000001392,CUST-0000124,2025-08-16,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001393,CUST-0000124,2024-01-27,in_app,conversion,0,0,CAMP-000015,discount
INT-000001394,CUST-0000124,2024-09-24,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000001395,CUST-0000124,2025-09-03,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001396,CUST-0000124,2023-06-02,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001397,CUST-0000124,2023-03-16,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001398,CUST-0000124,2024-01-31,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000001399,CUST-0000125,2025-09-06,email,retention,1,0,CAMP-000001,exclusive_access
INT-000001400,CUST-0000125,2025-05-30,email,cross_sell,0,0,CAMP-000012,discount
INT-000001401,CUST-0000125,2024-09-25,push,reactivation,1,0,CAMP-000002,exclusive_access
INT-000001402,CUST-0000125,2025-08-14,push,cross_sell,1,0,CAMP-000013,cashback
INT-000001403,CUST-0000125,2023-09-25,push,upsell,0,0,CAMP-000010,discount
INT-000001404,CUST-0000125,2023-01-13,push,reactivation,1,0,CAMP-000019,bundle
INT-000001405,CUST-0000125,2025-01-10,email,retention,0,0,CAMP-000014,discount
INT-000001406,CUST-0000125,2024-01-28,email,loyalty,1,0,CAMP-000018,exclusive_access
INT-000001407,CUST-0000125,2023-05-19,email,cross_sell,1,0,CAMP-000003,early_access
INT-000001408,CUST-0000125,2023-09-30,push,upsell,0,0,CAMP-000008,bundle
INT-000001409,CUST-0000125,2023-03-15,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001410,CUST-0000126,2025-10-05,sms,upsell,0,0,CAMP-000017,discount
INT-000001411,CUST-0000126,2024-01-27,in_app,conversion,0,0,CAMP-000015,discount
INT-000001412,CUST-0000126,2024-09-24,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000001413,CUST-0000126,2024-08-10,email,loyalty,1,0,CAMP-000011,early_access
INT-000001414,CUST-0000126,2023-05-18,email,cross_sell,0,0,CAMP-000003,early_access
INT-000001415,CUST-0000126,2023-09-14,email,conversion,0,0,CAMP-000006,bundle
INT-000001416,CUST-0000126,2023-10-02,push,upsell,0,0,CAMP-000008,bundle
INT-000001417,CUST-0000126,2025-01-07,email,retention,0,0,CAMP-000014,discount
INT-000001418,CUST-0000126,2025-10-20,push,cross_sell,0,0,CAMP-000016,early_access
INT-000001419,CUST-0000126,2023-09-24,push,upsell,0,0,CAMP-000010,discount
INT-000001420,CUST-0000126,2024-01-30,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000001421,CUST-0000126,2024-04-20,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000001422,CUST-0000126,2023-01-14,push,reactivation,0,0,CAMP-000019,bundle
INT-000001423,CUST-0000126,2025-08-17,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001424,CUST-0000126,2025-05-28,email,cross_sell,0,0,CAMP-000012,discount
INT-000001425,CUST-0000126,2024-09-30,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001426,CUST-0000126,2023-03-14,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001427,CUST-0000126,2025-09-04,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001428,CUST-0000126,2023-06-02,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001429,CUST-0000127,2025-10-04,sms,upsell,0,0,CAMP-000017,discount
INT-000001430,CUST-0000127,2023-09-26,push,upsell,0,0,CAMP-000010,discount
INT-000001431,CUST-0000127,2023-01-15,push,reactivation,0,0,CAMP-000019,bundle
INT-000001432,CUST-0000128,2025-05-30,email,cross_sell,0,0,CAMP-000012,discount
INT-000001433,CUST-0000128,2025-01-08,email,retention,0,0,CAMP-000014,discount
